"layer_from","node_from","layer_to","node_to","trial_number","weight"
5,17,2,17,204,0.854285428133962
3,35,7,35,204,0.868329291910349
7,35,3,35,204,0.868329291910349
1,8,7,8,204,0.837149498987334
7,8,1,8,204,0.837149498987334
7,8,2,8,204,0.834515141041825
2,8,7,8,204,0.834515141041825
6,1,1,1,205,0.844602368427358
6,1,5,1,205,1
6,1,4,1,205,0.95043834059757
5,1,1,1,205,0.844756442661504
5,1,6,1,205,1
5,1,4,1,205,0.992191767955393
4,1,1,1,205,0.853824028541735
4,1,6,1,205,0.95043834059757
4,1,5,1,205,0.992191767955393
6,10,7,10,205,0.96299391606049
5,10,7,10,205,0.92375797722717
7,10,6,10,205,0.96299391606049
7,10,5,10,205,0.92375797722717
7,10,4,10,205,0.901628286948602
4,10,7,10,205,0.901628286948602
5,12,3,12,205,0.901156001087975
3,12,5,12,205,0.901156001087975
3,12,6,12,205,0.890714569636423
3,12,4,12,205,0.932109694280795
3,12,1,12,205,0.87645361381956
6,12,3,12,205,0.890714569636423
4,12,3,12,205,0.932109694280795
1,12,5,12,205,0.844756442661504
1,12,3,12,205,0.87645361381956
1,12,6,12,205,0.844602368427358
1,12,4,12,205,0.853824028541735
2,14,4,14,205,0.86588315293041
2,14,1,14,205,0.860990451384097
4,14,2,14,205,0.86588315293041
1,14,2,14,205,0.860990451384097
2,17,5,17,205,0.854285428133962
2,17,6,17,205,0.846852661022826
2,17,3,17,205,0.894390241787489
5,17,2,17,205,0.854285428133962
6,17,2,17,205,0.846852661022826
3,17,2,17,205,0.894390241787489
3,35,7,35,205,0.868329291910349
7,35,3,35,205,0.868329291910349
7,8,2,8,205,0.834515141041825
7,8,1,8,205,0.837149498987334
2,8,7,8,205,0.834515141041825
1,8,7,8,205,0.837149498987334
4,1,1,1,206,0.853824028541735
4,1,5,1,206,0.992191767955393
4,1,6,1,206,0.95043834059757
5,1,1,1,206,0.844756442661504
5,1,4,1,206,0.992191767955393
5,1,6,1,206,1
6,1,1,1,206,0.844602368427358
6,1,4,1,206,0.95043834059757
6,1,5,1,206,1
6,10,7,10,206,0.96299391606049
5,10,7,10,206,0.92375797722717
7,10,6,10,206,0.96299391606049
7,10,5,10,206,0.92375797722717
7,10,4,10,206,0.901628286948602
4,10,7,10,206,0.901628286948602
6,12,3,12,206,0.890714569636423
3,12,6,12,206,0.890714569636423
3,12,5,12,206,0.901156001087975
3,12,4,12,206,0.932109694280795
3,12,1,12,206,0.87645361381956
5,12,3,12,206,0.901156001087975
4,12,3,12,206,0.932109694280795
1,12,6,12,206,0.844602368427358
1,12,3,12,206,0.87645361381956
1,12,5,12,206,0.844756442661504
1,12,4,12,206,0.853824028541735
2,14,4,14,206,0.86588315293041
2,14,1,14,206,0.860990451384097
4,14,2,14,206,0.86588315293041
1,14,2,14,206,0.860990451384097
3,17,2,17,206,0.894390241787489
2,17,3,17,206,0.894390241787489
2,17,5,17,206,0.854285428133962
2,17,6,17,206,0.846852661022826
5,17,2,17,206,0.854285428133962
6,17,2,17,206,0.846852661022826
7,35,3,35,206,0.868329291910349
3,35,7,35,206,0.868329291910349
2,8,7,8,206,0.834515141041825
7,8,2,8,206,0.834515141041825
7,8,1,8,206,0.837149498987334
1,8,7,8,206,0.837149498987334
4,1,1,1,207,0.853824028541735
4,1,6,1,207,0.95043834059757
4,1,5,1,207,0.992191767955393
6,1,1,1,207,0.844602368427358
6,1,4,1,207,0.95043834059757
6,1,5,1,207,1
5,1,1,1,207,0.844756442661504
5,1,4,1,207,0.992191767955393
5,1,6,1,207,1
5,10,7,10,207,0.92375797722717
4,10,7,10,207,0.901628286948602
7,10,5,10,207,0.92375797722717
7,10,4,10,207,0.901628286948602
7,10,6,10,207,0.96299391606049
6,10,7,10,207,0.96299391606049
3,12,4,12,207,0.932109694280795
3,12,6,12,207,0.890714569636423
3,12,1,12,207,0.87645361381956
3,12,5,12,207,0.901156001087975
4,12,3,12,207,0.932109694280795
6,12,3,12,207,0.890714569636423
1,12,3,12,207,0.87645361381956
1,12,4,12,207,0.853824028541735
1,12,6,12,207,0.844602368427358
1,12,5,12,207,0.844756442661504
5,12,3,12,207,0.901156001087975
2,14,4,14,207,0.86588315293041
2,14,1,14,207,0.860990451384097
4,14,2,14,207,0.86588315293041
1,14,2,14,207,0.860990451384097
2,17,6,17,207,0.846852661022826
2,17,5,17,207,0.854285428133962
2,17,3,17,207,0.894390241787489
6,17,2,17,207,0.846852661022826
5,17,2,17,207,0.854285428133962
3,17,2,17,207,0.894390241787489
3,35,7,35,207,0.868329291910349
7,35,3,35,207,0.868329291910349
7,8,2,8,207,0.834515141041825
7,8,1,8,207,0.837149498987334
2,8,7,8,207,0.834515141041825
1,8,7,8,207,0.837149498987334
6,1,1,1,208,0.844602368427358
6,1,5,1,208,1
6,1,4,1,208,0.95043834059757
5,1,1,1,208,0.844756442661504
5,1,6,1,208,1
5,1,4,1,208,0.992191767955393
4,1,1,1,208,0.853824028541735
4,1,6,1,208,0.95043834059757
4,1,5,1,208,0.992191767955393
5,10,7,10,208,0.92375797722717
6,10,7,10,208,0.96299391606049
7,10,5,10,208,0.92375797722717
7,10,6,10,208,0.96299391606049
7,10,4,10,208,0.901628286948602
4,10,7,10,208,0.901628286948602
6,12,3,12,208,0.890714569636423
3,12,6,12,208,0.890714569636423
3,12,5,12,208,0.901156001087975
3,12,4,12,208,0.932109694280795
3,12,1,12,208,0.87645361381956
5,12,3,12,208,0.901156001087975
4,12,3,12,208,0.932109694280795
1,12,6,12,208,0.844602368427358
1,12,3,12,208,0.87645361381956
1,12,5,12,208,0.844756442661504
1,12,4,12,208,0.853824028541735
2,14,4,14,208,0.86588315293041
2,14,1,14,208,0.860990451384097
4,14,2,14,208,0.86588315293041
1,14,2,14,208,0.860990451384097
6,17,2,17,208,0.846852661022826
2,17,6,17,208,0.846852661022826
2,17,5,17,208,0.854285428133962
2,17,3,17,208,0.894390241787489
5,17,2,17,208,0.854285428133962
3,17,2,17,208,0.894390241787489
3,35,7,35,208,0.868329291910349
7,35,3,35,208,0.868329291910349
2,8,7,8,208,0.834515141041825
7,8,2,8,208,0.834515141041825
7,8,1,8,208,0.837149498987334
1,8,7,8,208,0.837149498987334
6,1,1,1,209,0.844602368427358
6,1,5,1,209,1
6,1,4,1,209,0.95043834059757
5,1,1,1,209,0.844756442661504
5,1,6,1,209,1
5,1,4,1,209,0.992191767955393
4,1,1,1,209,0.853824028541735
4,1,6,1,209,0.95043834059757
4,1,5,1,209,0.992191767955393
4,10,7,10,209,0.901628286948602
6,10,7,10,209,0.96299391606049
7,10,4,10,209,0.901628286948602
7,10,6,10,209,0.96299391606049
7,10,5,10,209,0.92375797722717
5,10,7,10,209,0.92375797722717
3,12,4,12,209,0.932109694280795
3,12,5,12,209,0.901156001087975
3,12,6,12,209,0.890714569636423
3,12,1,12,209,0.87645361381956
4,12,3,12,209,0.932109694280795
5,12,3,12,209,0.901156001087975
6,12,3,12,209,0.890714569636423
1,12,3,12,209,0.87645361381956
1,12,4,12,209,0.853824028541735
1,12,5,12,209,0.844756442661504
1,12,6,12,209,0.844602368427358
2,14,4,14,209,0.86588315293041
2,14,1,14,209,0.860990451384097
4,14,2,14,209,0.86588315293041
1,14,2,14,209,0.860990451384097
3,17,2,17,209,0.894390241787489
2,17,3,17,209,0.894390241787489
2,17,6,17,209,0.846852661022826
2,17,5,17,209,0.854285428133962
6,17,2,17,209,0.846852661022826
5,17,2,17,209,0.854285428133962
3,35,7,35,209,0.868329291910349
7,35,3,35,209,0.868329291910349
7,8,2,8,209,0.834515141041825
7,8,1,8,209,0.837149498987334
2,8,7,8,209,0.834515141041825
1,8,7,8,209,0.837149498987334
6,1,1,1,21,0.844602368427358
6,1,5,1,21,1
6,1,4,1,21,0.95043834059757
5,1,1,1,21,0.844756442661504
5,1,6,1,21,1
5,1,4,1,21,0.992191767955393
4,1,1,1,21,0.853824028541735
4,1,6,1,21,0.95043834059757
4,1,5,1,21,0.992191767955393
4,10,7,10,21,0.901628286948602
6,10,7,10,21,0.96299391606049
7,10,4,10,21,0.901628286948602
7,10,6,10,21,0.96299391606049
7,10,5,10,21,0.92375797722717
5,10,7,10,21,0.92375797722717
3,12,4,12,21,0.932109694280795
3,12,6,12,21,0.890714569636423
3,12,5,12,21,0.901156001087975
3,12,1,12,21,0.87645361381956
4,12,3,12,21,0.932109694280795
6,12,3,12,21,0.890714569636423
5,12,3,12,21,0.901156001087975
1,12,3,12,21,0.87645361381956
1,12,4,12,21,0.853824028541735
1,12,6,12,21,0.844602368427358
1,12,5,12,21,0.844756442661504
2,14,4,14,21,0.86588315293041
2,14,1,14,21,0.860990451384097
4,14,2,14,21,0.86588315293041
1,14,2,14,21,0.860990451384097
2,17,5,17,21,0.854285428133962
2,17,6,17,21,0.846852661022826
2,17,3,17,21,0.894390241787489
5,17,2,17,21,0.854285428133962
6,17,2,17,21,0.846852661022826
3,17,2,17,21,0.894390241787489
3,35,7,35,21,0.868329291910349
7,35,3,35,21,0.868329291910349
7,8,1,8,21,0.837149498987334
7,8,2,8,21,0.834515141041825
1,8,7,8,21,0.837149498987334
2,8,7,8,21,0.834515141041825
6,1,1,1,210,0.844602368427358
6,1,5,1,210,1
6,1,4,1,210,0.95043834059757
5,1,1,1,210,0.844756442661504
5,1,6,1,210,1
5,1,4,1,210,0.992191767955393
4,1,1,1,210,0.853824028541735
4,1,6,1,210,0.95043834059757
4,1,5,1,210,0.992191767955393
6,10,7,10,210,0.96299391606049
4,10,7,10,210,0.901628286948602
7,10,6,10,210,0.96299391606049
7,10,4,10,210,0.901628286948602
7,10,5,10,210,0.92375797722717
5,10,7,10,210,0.92375797722717
3,12,4,12,210,0.932109694280795
3,12,6,12,210,0.890714569636423
3,12,1,12,210,0.87645361381956
3,12,5,12,210,0.901156001087975
4,12,3,12,210,0.932109694280795
6,12,3,12,210,0.890714569636423
1,12,3,12,210,0.87645361381956
1,12,4,12,210,0.853824028541735
1,12,6,12,210,0.844602368427358
1,12,5,12,210,0.844756442661504
5,12,3,12,210,0.901156001087975
2,14,4,14,210,0.86588315293041
2,14,1,14,210,0.860990451384097
4,14,2,14,210,0.86588315293041
1,14,2,14,210,0.860990451384097
6,17,2,17,210,0.846852661022826
2,17,6,17,210,0.846852661022826
2,17,5,17,210,0.854285428133962
2,17,3,17,210,0.894390241787489
5,17,2,17,210,0.854285428133962
3,17,2,17,210,0.894390241787489
7,35,3,35,210,0.868329291910349
3,35,7,35,210,0.868329291910349
7,8,2,8,210,0.834515141041825
7,8,1,8,210,0.837149498987334
2,8,7,8,210,0.834515141041825
1,8,7,8,210,0.837149498987334
4,1,1,1,211,0.853824028541735
4,1,5,1,211,0.992191767955393
4,1,6,1,211,0.95043834059757
5,1,1,1,211,0.844756442661504
5,1,4,1,211,0.992191767955393
5,1,6,1,211,1
6,1,1,1,211,0.844602368427358
6,1,4,1,211,0.95043834059757
6,1,5,1,211,1
6,10,7,10,211,0.96299391606049
5,10,7,10,211,0.92375797722717
7,10,6,10,211,0.96299391606049
7,10,5,10,211,0.92375797722717
7,10,4,10,211,0.901628286948602
4,10,7,10,211,0.901628286948602
5,12,3,12,211,0.901156001087975
6,12,3,12,211,0.890714569636423
3,12,5,12,211,0.901156001087975
3,12,6,12,211,0.890714569636423
3,12,1,12,211,0.87645361381956
3,12,4,12,211,0.932109694280795
1,12,5,12,211,0.844756442661504
1,12,6,12,211,0.844602368427358
1,12,3,12,211,0.87645361381956
1,12,4,12,211,0.853824028541735
4,12,3,12,211,0.932109694280795
2,14,4,14,211,0.86588315293041
2,14,1,14,211,0.860990451384097
4,14,2,14,211,0.86588315293041
1,14,2,14,211,0.860990451384097
6,17,2,17,211,0.846852661022826
2,17,6,17,211,0.846852661022826
2,17,5,17,211,0.854285428133962
2,17,3,17,211,0.894390241787489
5,17,2,17,211,0.854285428133962
3,17,2,17,211,0.894390241787489
3,35,7,35,211,0.868329291910349
7,35,3,35,211,0.868329291910349
7,8,2,8,211,0.834515141041825
7,8,1,8,211,0.837149498987334
2,8,7,8,211,0.834515141041825
1,8,7,8,211,0.837149498987334
6,1,1,1,212,0.844602368427358
6,1,5,1,212,1
6,1,4,1,212,0.95043834059757
5,1,1,1,212,0.844756442661504
5,1,6,1,212,1
5,1,4,1,212,0.992191767955393
4,1,1,1,212,0.853824028541735
4,1,6,1,212,0.95043834059757
4,1,5,1,212,0.992191767955393
5,10,7,10,212,0.92375797722717
6,10,7,10,212,0.96299391606049
7,10,5,10,212,0.92375797722717
7,10,6,10,212,0.96299391606049
7,10,4,10,212,0.901628286948602
4,10,7,10,212,0.901628286948602
3,12,6,12,212,0.890714569636423
3,12,5,12,212,0.901156001087975
3,12,1,12,212,0.87645361381956
3,12,4,12,212,0.932109694280795
6,12,3,12,212,0.890714569636423
5,12,3,12,212,0.901156001087975
1,12,3,12,212,0.87645361381956
1,12,6,12,212,0.844602368427358
1,12,5,12,212,0.844756442661504
1,12,4,12,212,0.853824028541735
4,12,3,12,212,0.932109694280795
2,14,4,14,212,0.86588315293041
2,14,1,14,212,0.860990451384097
4,14,2,14,212,0.86588315293041
1,14,2,14,212,0.860990451384097
2,17,5,17,212,0.854285428133962
2,17,6,17,212,0.846852661022826
2,17,3,17,212,0.894390241787489
5,17,2,17,212,0.854285428133962
6,17,2,17,212,0.846852661022826
3,17,2,17,212,0.894390241787489
3,35,7,35,212,0.868329291910349
7,35,3,35,212,0.868329291910349
7,8,1,8,212,0.837149498987334
7,8,2,8,212,0.834515141041825
1,8,7,8,212,0.837149498987334
2,8,7,8,212,0.834515141041825
6,1,1,1,213,0.844602368427358
6,1,5,1,213,1
6,1,4,1,213,0.95043834059757
5,1,1,1,213,0.844756442661504
5,1,6,1,213,1
5,1,4,1,213,0.992191767955393
4,1,1,1,213,0.853824028541735
4,1,6,1,213,0.95043834059757
4,1,5,1,213,0.992191767955393
5,10,7,10,213,0.92375797722717
6,10,7,10,213,0.96299391606049
7,10,5,10,213,0.92375797722717
7,10,6,10,213,0.96299391606049
7,10,4,10,213,0.901628286948602
4,10,7,10,213,0.901628286948602
6,12,3,12,213,0.890714569636423
4,12,3,12,213,0.932109694280795
5,12,3,12,213,0.901156001087975
3,12,6,12,213,0.890714569636423
3,12,4,12,213,0.932109694280795
3,12,5,12,213,0.901156001087975
3,12,1,12,213,0.87645361381956
1,12,6,12,213,0.844602368427358
1,12,4,12,213,0.853824028541735
1,12,5,12,213,0.844756442661504
1,12,3,12,213,0.87645361381956
2,14,4,14,213,0.86588315293041
2,14,1,14,213,0.860990451384097
4,14,2,14,213,0.86588315293041
1,14,2,14,213,0.860990451384097
2,17,6,17,213,0.846852661022826
2,17,5,17,213,0.854285428133962
2,17,3,17,213,0.894390241787489
6,17,2,17,213,0.846852661022826
5,17,2,17,213,0.854285428133962
3,17,2,17,213,0.894390241787489
3,35,7,35,213,0.868329291910349
7,35,3,35,213,0.868329291910349
7,8,2,8,213,0.834515141041825
7,8,1,8,213,0.837149498987334
2,8,7,8,213,0.834515141041825
1,8,7,8,213,0.837149498987334
4,1,1,1,214,0.853824028541735
4,1,5,1,214,0.992191767955393
4,1,6,1,214,0.95043834059757
5,1,1,1,214,0.844756442661504
5,1,4,1,214,0.992191767955393
5,1,6,1,214,1
6,1,1,1,214,0.844602368427358
6,1,4,1,214,0.95043834059757
6,1,5,1,214,1
6,10,7,10,214,0.96299391606049
4,10,7,10,214,0.901628286948602
7,10,6,10,214,0.96299391606049
7,10,4,10,214,0.901628286948602
7,10,5,10,214,0.92375797722717
5,10,7,10,214,0.92375797722717
5,12,3,12,214,0.901156001087975
4,12,3,12,214,0.932109694280795
3,12,5,12,214,0.901156001087975
3,12,4,12,214,0.932109694280795
3,12,1,12,214,0.87645361381956
3,12,6,12,214,0.890714569636423
1,12,5,12,214,0.844756442661504
1,12,4,12,214,0.853824028541735
1,12,3,12,214,0.87645361381956
1,12,6,12,214,0.844602368427358
6,12,3,12,214,0.890714569636423
2,14,4,14,214,0.86588315293041
2,14,1,14,214,0.860990451384097
4,14,2,14,214,0.86588315293041
1,14,2,14,214,0.860990451384097
6,17,2,17,214,0.846852661022826
2,17,6,17,214,0.846852661022826
2,17,5,17,214,0.854285428133962
2,17,3,17,214,0.894390241787489
5,17,2,17,214,0.854285428133962
3,17,2,17,214,0.894390241787489
3,35,7,35,214,0.868329291910349
7,35,3,35,214,0.868329291910349
7,8,2,8,214,0.834515141041825
7,8,1,8,214,0.837149498987334
2,8,7,8,214,0.834515141041825
1,8,7,8,214,0.837149498987334
6,1,1,1,215,0.844602368427358
6,1,5,1,215,1
6,1,4,1,215,0.95043834059757
5,1,1,1,215,0.844756442661504
5,1,6,1,215,1
5,1,4,1,215,0.992191767955393
4,1,1,1,215,0.853824028541735
4,1,6,1,215,0.95043834059757
4,1,5,1,215,0.992191767955393
6,10,7,10,215,0.96299391606049
4,10,7,10,215,0.901628286948602
7,10,6,10,215,0.96299391606049
7,10,4,10,215,0.901628286948602
7,10,5,10,215,0.92375797722717
5,10,7,10,215,0.92375797722717
6,12,3,12,215,0.890714569636423
4,12,3,12,215,0.932109694280795
3,12,6,12,215,0.890714569636423
3,12,4,12,215,0.932109694280795
3,12,5,12,215,0.901156001087975
3,12,1,12,215,0.87645361381956
5,12,3,12,215,0.901156001087975
1,12,6,12,215,0.844602368427358
1,12,4,12,215,0.853824028541735
1,12,3,12,215,0.87645361381956
1,12,5,12,215,0.844756442661504
2,14,4,14,215,0.86588315293041
2,14,1,14,215,0.860990451384097
4,14,2,14,215,0.86588315293041
1,14,2,14,215,0.860990451384097
2,17,5,17,215,0.854285428133962
2,17,6,17,215,0.846852661022826
2,17,3,17,215,0.894390241787489
5,17,2,17,215,0.854285428133962
6,17,2,17,215,0.846852661022826
3,17,2,17,215,0.894390241787489
7,35,3,35,215,0.868329291910349
3,35,7,35,215,0.868329291910349
1,8,7,8,215,0.837149498987334
7,8,1,8,215,0.837149498987334
7,8,2,8,215,0.834515141041825
2,8,7,8,215,0.834515141041825
6,1,1,1,216,0.844602368427358
6,1,5,1,216,1
6,1,4,1,216,0.95043834059757
5,1,1,1,216,0.844756442661504
5,1,6,1,216,1
5,1,4,1,216,0.992191767955393
4,1,1,1,216,0.853824028541735
4,1,6,1,216,0.95043834059757
4,1,5,1,216,0.992191767955393
6,10,7,10,216,0.96299391606049
4,10,7,10,216,0.901628286948602
7,10,6,10,216,0.96299391606049
7,10,4,10,216,0.901628286948602
7,10,5,10,216,0.92375797722717
5,10,7,10,216,0.92375797722717
6,12,3,12,216,0.890714569636423
3,12,6,12,216,0.890714569636423
3,12,5,12,216,0.901156001087975
3,12,4,12,216,0.932109694280795
3,12,1,12,216,0.87645361381956
5,12,3,12,216,0.901156001087975
4,12,3,12,216,0.932109694280795
1,12,6,12,216,0.844602368427358
1,12,3,12,216,0.87645361381956
1,12,5,12,216,0.844756442661504
1,12,4,12,216,0.853824028541735
2,14,4,14,216,0.86588315293041
2,14,1,14,216,0.860990451384097
4,14,2,14,216,0.86588315293041
1,14,2,14,216,0.860990451384097
6,17,2,17,216,0.846852661022826
2,17,6,17,216,0.846852661022826
2,17,5,17,216,0.854285428133962
2,17,3,17,216,0.894390241787489
5,17,2,17,216,0.854285428133962
3,17,2,17,216,0.894390241787489
7,35,3,35,216,0.868329291910349
3,35,7,35,216,0.868329291910349
7,8,2,8,216,0.834515141041825
7,8,1,8,216,0.837149498987334
2,8,7,8,216,0.834515141041825
1,8,7,8,216,0.837149498987334
4,1,1,1,217,0.853824028541735
4,1,5,1,217,0.992191767955393
4,1,6,1,217,0.95043834059757
5,1,1,1,217,0.844756442661504
5,1,4,1,217,0.992191767955393
5,1,6,1,217,1
6,1,1,1,217,0.844602368427358
6,1,4,1,217,0.95043834059757
6,1,5,1,217,1
6,10,7,10,217,0.96299391606049
5,10,7,10,217,0.92375797722717
7,10,6,10,217,0.96299391606049
7,10,5,10,217,0.92375797722717
7,10,4,10,217,0.901628286948602
4,10,7,10,217,0.901628286948602
4,12,3,12,217,0.932109694280795
6,12,3,12,217,0.890714569636423
5,12,3,12,217,0.901156001087975
1,12,4,12,217,0.853824028541735
1,12,6,12,217,0.844602368427358
1,12,5,12,217,0.844756442661504
1,12,3,12,217,0.87645361381956
3,12,4,12,217,0.932109694280795
3,12,6,12,217,0.890714569636423
3,12,5,12,217,0.901156001087975
3,12,1,12,217,0.87645361381956
2,14,4,14,217,0.86588315293041
2,14,1,14,217,0.860990451384097
4,14,2,14,217,0.86588315293041
1,14,2,14,217,0.860990451384097
2,17,5,17,217,0.854285428133962
2,17,6,17,217,0.846852661022826
2,17,3,17,217,0.894390241787489
5,17,2,17,217,0.854285428133962
6,17,2,17,217,0.846852661022826
3,17,2,17,217,0.894390241787489
3,35,7,35,217,0.868329291910349
7,35,3,35,217,0.868329291910349
1,8,7,8,217,0.837149498987334
7,8,1,8,217,0.837149498987334
7,8,2,8,217,0.834515141041825
2,8,7,8,217,0.834515141041825
6,1,1,1,218,0.844602368427358
6,1,5,1,218,1
6,1,4,1,218,0.95043834059757
5,1,1,1,218,0.844756442661504
5,1,6,1,218,1
5,1,4,1,218,0.992191767955393
4,1,1,1,218,0.853824028541735
4,1,6,1,218,0.95043834059757
4,1,5,1,218,0.992191767955393
4,10,7,10,218,0.901628286948602
6,10,7,10,218,0.96299391606049
7,10,4,10,218,0.901628286948602
7,10,6,10,218,0.96299391606049
7,10,5,10,218,0.92375797722717
5,10,7,10,218,0.92375797722717
3,12,6,12,218,0.890714569636423
3,12,5,12,218,0.901156001087975
3,12,4,12,218,0.932109694280795
3,12,1,12,218,0.87645361381956
6,12,3,12,218,0.890714569636423
5,12,3,12,218,0.901156001087975
4,12,3,12,218,0.932109694280795
1,12,3,12,218,0.87645361381956
1,12,6,12,218,0.844602368427358
1,12,5,12,218,0.844756442661504
1,12,4,12,218,0.853824028541735
2,14,4,14,218,0.86588315293041
2,14,1,14,218,0.860990451384097
4,14,2,14,218,0.86588315293041
1,14,2,14,218,0.860990451384097
2,17,6,17,218,0.846852661022826
2,17,5,17,218,0.854285428133962
2,17,3,17,218,0.894390241787489
6,17,2,17,218,0.846852661022826
5,17,2,17,218,0.854285428133962
3,17,2,17,218,0.894390241787489
3,35,7,35,218,0.868329291910349
7,35,3,35,218,0.868329291910349
1,8,7,8,218,0.837149498987334
7,8,1,8,218,0.837149498987334
7,8,2,8,218,0.834515141041825
2,8,7,8,218,0.834515141041825
6,1,1,1,219,0.844602368427358
6,1,5,1,219,1
6,1,4,1,219,0.95043834059757
5,1,1,1,219,0.844756442661504
5,1,6,1,219,1
5,1,4,1,219,0.992191767955393
4,1,1,1,219,0.853824028541735
4,1,6,1,219,0.95043834059757
4,1,5,1,219,0.992191767955393
6,10,7,10,219,0.96299391606049
4,10,7,10,219,0.901628286948602
7,10,6,10,219,0.96299391606049
7,10,4,10,219,0.901628286948602
7,10,5,10,219,0.92375797722717
5,10,7,10,219,0.92375797722717
4,12,3,12,219,0.932109694280795
3,12,4,12,219,0.932109694280795
3,12,6,12,219,0.890714569636423
3,12,5,12,219,0.901156001087975
3,12,1,12,219,0.87645361381956
6,12,3,12,219,0.890714569636423
5,12,3,12,219,0.901156001087975
1,12,4,12,219,0.853824028541735
1,12,3,12,219,0.87645361381956
1,12,6,12,219,0.844602368427358
1,12,5,12,219,0.844756442661504
2,14,4,14,219,0.86588315293041
2,14,1,14,219,0.860990451384097
4,14,2,14,219,0.86588315293041
1,14,2,14,219,0.860990451384097
2,17,6,17,219,0.846852661022826
2,17,5,17,219,0.854285428133962
2,17,3,17,219,0.894390241787489
6,17,2,17,219,0.846852661022826
5,17,2,17,219,0.854285428133962
3,17,2,17,219,0.894390241787489
7,35,3,35,219,0.868329291910349
3,35,7,35,219,0.868329291910349
7,8,1,8,219,0.837149498987334
7,8,2,8,219,0.834515141041825
1,8,7,8,219,0.837149498987334
2,8,7,8,219,0.834515141041825
4,1,1,1,22,0.853824028541735
4,1,6,1,22,0.95043834059757
4,1,5,1,22,0.992191767955393
6,1,1,1,22,0.844602368427358
6,1,4,1,22,0.95043834059757
6,1,5,1,22,1
5,1,1,1,22,0.844756442661504
5,1,4,1,22,0.992191767955393
5,1,6,1,22,1
5,10,7,10,22,0.92375797722717
4,10,7,10,22,0.901628286948602
7,10,5,10,22,0.92375797722717
7,10,4,10,22,0.901628286948602
7,10,6,10,22,0.96299391606049
6,10,7,10,22,0.96299391606049
3,12,5,12,22,0.901156001087975
3,12,4,12,22,0.932109694280795
3,12,6,12,22,0.890714569636423
3,12,1,12,22,0.87645361381956
5,12,3,12,22,0.901156001087975
4,12,3,12,22,0.932109694280795
6,12,3,12,22,0.890714569636423
1,12,3,12,22,0.87645361381956
1,12,5,12,22,0.844756442661504
1,12,4,12,22,0.853824028541735
1,12,6,12,22,0.844602368427358
2,14,4,14,22,0.86588315293041
2,14,1,14,22,0.860990451384097
4,14,2,14,22,0.86588315293041
1,14,2,14,22,0.860990451384097
2,17,6,17,22,0.846852661022826
2,17,5,17,22,0.854285428133962
2,17,3,17,22,0.894390241787489
6,17,2,17,22,0.846852661022826
5,17,2,17,22,0.854285428133962
3,17,2,17,22,0.894390241787489
3,35,7,35,22,0.868329291910349
7,35,3,35,22,0.868329291910349
7,8,1,8,22,0.837149498987334
7,8,2,8,22,0.834515141041825
1,8,7,8,22,0.837149498987334
2,8,7,8,22,0.834515141041825
6,1,1,1,220,0.844602368427358
6,1,5,1,220,1
6,1,4,1,220,0.95043834059757
5,1,1,1,220,0.844756442661504
5,1,6,1,220,1
5,1,4,1,220,0.992191767955393
4,1,1,1,220,0.853824028541735
4,1,6,1,220,0.95043834059757
4,1,5,1,220,0.992191767955393
6,10,7,10,220,0.96299391606049
5,10,7,10,220,0.92375797722717
7,10,6,10,220,0.96299391606049
7,10,5,10,220,0.92375797722717
7,10,4,10,220,0.901628286948602
4,10,7,10,220,0.901628286948602
4,12,3,12,220,0.932109694280795
6,12,3,12,220,0.890714569636423
5,12,3,12,220,0.901156001087975
1,12,4,12,220,0.853824028541735
1,12,6,12,220,0.844602368427358
1,12,5,12,220,0.844756442661504
1,12,3,12,220,0.87645361381956
3,12,4,12,220,0.932109694280795
3,12,6,12,220,0.890714569636423
3,12,5,12,220,0.901156001087975
3,12,1,12,220,0.87645361381956
2,14,4,14,220,0.86588315293041
2,14,1,14,220,0.860990451384097
4,14,2,14,220,0.86588315293041
1,14,2,14,220,0.860990451384097
6,17,2,17,220,0.846852661022826
2,17,6,17,220,0.846852661022826
2,17,5,17,220,0.854285428133962
2,17,3,17,220,0.894390241787489
5,17,2,17,220,0.854285428133962
3,17,2,17,220,0.894390241787489
3,35,7,35,220,0.868329291910349
7,35,3,35,220,0.868329291910349
7,8,1,8,220,0.837149498987334
7,8,2,8,220,0.834515141041825
1,8,7,8,220,0.837149498987334
2,8,7,8,220,0.834515141041825
4,1,1,1,221,0.853824028541735
4,1,5,1,221,0.992191767955393
4,1,6,1,221,0.95043834059757
5,1,1,1,221,0.844756442661504
5,1,4,1,221,0.992191767955393
5,1,6,1,221,1
6,1,1,1,221,0.844602368427358
6,1,4,1,221,0.95043834059757
6,1,5,1,221,1
5,10,7,10,221,0.92375797722717
6,10,7,10,221,0.96299391606049
7,10,5,10,221,0.92375797722717
7,10,6,10,221,0.96299391606049
7,10,4,10,221,0.901628286948602
4,10,7,10,221,0.901628286948602
3,12,4,12,221,0.932109694280795
3,12,6,12,221,0.890714569636423
3,12,5,12,221,0.901156001087975
3,12,1,12,221,0.87645361381956
4,12,3,12,221,0.932109694280795
6,12,3,12,221,0.890714569636423
5,12,3,12,221,0.901156001087975
1,12,3,12,221,0.87645361381956
1,12,4,12,221,0.853824028541735
1,12,6,12,221,0.844602368427358
