"node_from","layer_from","layer_to","node_to","weight","trial_num"
138,3,2,138,0.25,303
138,4,2,138,0.125,303
138,4,3,138,0.142857142857143,303
93,5,4,93,0.166666666666667,303
78,2,1,78,0.333333333333333,303
47,4,2,47,0.142857142857143,303
47,4,3,47,0.142857142857143,303
96,5,2,96,0.333333333333333,303
200,4,2,200,0.25,303
117,3,2,117,0.125,303
158,4,2,158,0.5,303
121,4,3,121,0.2,303
204,5,3,204,0.2,303
204,5,4,204,0.166666666666667,303
160,5,3,160,0.2,303
104,5,3,104,0.6,303
199,4,3,199,0.2,303
90,5,4,90,0.333333333333333,303
144,3,2,144,0.2,304
197,4,1,197,0.25,304
68,4,1,68,0.5,304
226,4,1,226,0.25,304
234,3,1,234,0.5,304
225,2,1,225,0.333333333333333,304
108,3,2,108,1,304
182,4,2,182,0.2,304
96,5,2,96,0.166666666666667,304
223,5,4,223,0.166666666666667,304
158,3,2,158,0.2,304
47,4,3,47,0.2,304
119,4,3,119,0.142857142857143,304
148,5,3,148,0.25,304
162,5,4,162,0.2,304
144,2,1,144,0.2,305
144,3,1,144,0.166666666666667,305
144,4,1,144,0.333333333333333,305
144,3,2,144,0.125,305
144,4,2,144,0.2,305
144,4,3,144,0.166666666666667,305
225,4,1,225,0.2,305
226,2,1,226,0.333333333333333,305
226,3,1,226,0.166666666666667,305
226,4,3,226,0.125,305
226,5,4,226,0.4,305
93,2,1,93,0.2,305
93,4,2,93,0.2,305
93,5,3,93,0.5,305
186,4,1,186,0.111111111111111,305
234,4,1,234,0.166666666666667,305
234,4,2,234,0.2,305
39,4,3,39,0.2,305
158,3,2,158,0.333333333333333,305
158,4,2,158,0.25,305
158,4,3,158,0.25,305
47,3,2,47,0.125,305
170,4,2,170,0.25,305
75,3,2,75,0.142857142857143,305
75,5,2,75,0.166666666666667,305
75,5,3,75,0.125,305
199,4,3,199,0.166666666666667,305
162,5,4,162,0.333333333333333,305
225,2,1,225,0.25,306
225,5,3,225,0.2,306
225,5,4,225,0.2,306
75,2,1,75,0.166666666666667,306
93,4,1,93,0.5,306
93,3,2,93,0.5,306
203,3,1,203,0.25,306
138,2,1,138,0.333333333333333,306
138,4,3,138,0.5,306
197,4,1,197,0.25,306
226,4,1,226,0.2,306
226,4,2,226,0.166666666666667,306
43,3,2,43,0.2,306
200,4,2,200,0.2,306
200,5,4,200,0.166666666666667,306
58,3,2,58,0.111111111111111,306
47,4,3,47,0.125,306
144,4,2,144,0.2,306
144,4,3,144,0.25,306
158,3,2,158,0.142857142857143,306
114,3,2,114,0.142857142857143,306
182,4,2,182,0.5,306
223,4,2,223,0.166666666666667,306
223,5,3,223,0.333333333333333,306
116,4,3,116,0.25,306
183,4,3,183,0.25,306
119,5,4,119,0.4,306
50,4,3,50,0.2,306
81,5,4,81,0.333333333333333,306
43,2,1,43,0.5,307
68,4,1,68,0.2,307
46,5,4,46,0.5,307
75,3,2,75,0.2,307
138,3,2,138,0.142857142857143,307
138,5,3,138,0.25,307
138,5,4,138,0.2,307
225,4,2,225,0.2,307
225,5,3,225,0.166666666666667,307
225,5,4,225,0.25,307
93,5,2,93,0.2,307
93,5,4,93,0.2,307
169,5,2,169,0.2,307
36,3,2,36,0.2,307
114,5,2,114,0.333333333333333,307
184,3,2,184,0.142857142857143,307
223,4,3,223,0.25,307
139,3,2,139,0.25,307
139,4,2,139,0.25,307
139,4,3,139,0.2,307
116,4,3,116,0.5,307
116,5,3,116,0.5,307
116,5,4,116,1,307
162,4,3,162,0.5,307
46,2,1,46,0.25,308
183,4,3,183,0.333333333333333,308
226,4,1,226,0.333333333333333,308
225,5,2,225,0.25,308
83,4,2,83,0.125,308
83,4,3,83,0.1,308
158,3,2,158,0.166666666666667,308
158,4,2,158,0.2,308
200,4,2,200,0.4,308
223,4,3,223,0.25,308
39,4,2,39,0.166666666666667,308
39,4,3,39,0.4,308
166,3,2,166,0.2,308
213,5,3,213,0.4,308
81,5,4,81,0.333333333333333,308
199,4,3,199,0.25,308
119,5,4,119,0.333333333333333,308
162,5,3,162,0.5,308
104,5,4,104,0.333333333333333,308
75,2,1,75,0.2,309
75,3,1,75,0.2,309
75,5,1,75,0.166666666666667,309
75,3,2,75,0.333333333333333,309
75,4,2,75,0.25,309
226,5,1,226,0.2,309
226,5,3,226,0.333333333333333,309
234,2,1,234,0.25,309
234,4,1,234,0.2,309
234,4,2,234,0.25,309
46,4,2,46,0.333333333333333,309
68,4,3,68,0.25,309
43,3,2,43,0.333333333333333,309
39,4,2,39,0.2,309
117,3,2,117,0.142857142857143,309
117,5,2,117,0.2,309
58,3,2,58,0.142857142857143,309
49,3,2,49,0.25,309
49,4,2,49,0.25,309
49,4,3,49,0.2,309
170,4,2,170,0.25,309
223,4,2,223,0.2,309
223,4,3,223,0.2,309
223,5,3,223,0.333333333333333,309
79,5,3,79,0.142857142857143,309
199,4,3,199,0.166666666666667,309
104,5,3,104,0.142857142857143,309
144,5,1,144,0.25,310
75,3,2,75,0.166666666666667,310
75,4,3,75,0.2,310
138,4,3,138,0.333333333333333,310
197,4,2,197,0.4,310
183,3,1,183,0.333333333333333,310
234,4,3,234,0.166666666666667,310
68,4,1,68,0.2,310
93,4,1,93,0.5,310
93,4,2,93,0.166666666666667,310
93,5,2,93,0.142857142857143,310
165,4,1,165,0.25,310
226,4,3,226,0.25,310
223,5,2,223,0.333333333333333,310
39,4,3,39,0.25,310
58,3,2,58,0.2,310
158,4,3,158,0.333333333333333,310
139,4,3,139,0.142857142857143,310
49,3,2,49,0.333333333333333,310
104,5,3,104,0.166666666666667,310
162,4,3,162,0.2,310
162,5,3,162,0.25,310
162,5,4,162,0.5,310
88,2,1,88,0.4,311
225,3,1,225,0.333333333333333,311
226,3,1,226,0.25,311
144,4,1,144,0.166666666666667,311
144,4,3,144,0.2,311
144,5,3,144,0.333333333333333,311
234,4,2,234,0.2,311
75,4,1,75,0.25,311
75,3,2,75,0.142857142857143,311
75,5,2,75,0.142857142857143,311
183,3,1,183,0.2,311
139,4,3,139,0.142857142857143,311
200,5,2,200,0.25,311
223,4,2,223,0.333333333333333,311
223,5,2,223,0.4,311
223,5,4,223,0.25,311
46,5,4,46,0.2,311
227,3,2,227,0.111111111111111,311
182,4,2,182,0.25,311
49,3,2,49,0.25,311
178,5,3,178,0.2,311
58,3,2,58,0.25,311
119,4,3,119,0.166666666666667,311
116,5,3,116,0.25,311
214,5,4,214,0.25,311
46,2,1,46,1,312
46,3,1,46,0.5,312
46,3,2,46,0.5,312
68,3,1,68,0.333333333333333,312
68,4,1,68,0.333333333333333,312
68,4,3,68,0.2,312
183,4,3,183,0.25,312
226,5,1,226,0.2,312
226,4,3,226,0.166666666666667,312
83,4,2,83,0.25,312
93,2,1,93,0.333333333333333,312
93,3,2,93,0.5,312
75,5,4,75,0.2,312
138,4,2,138,0.25,312
138,5,4,138,0.333333333333333,312
200,5,4,200,0.142857142857143,312
182,4,2,182,0.25,312
178,5,3,178,0.666666666666667,312
39,4,3,39,0.142857142857143,312
104,4,3,104,0.5,312
104,5,3,104,0.333333333333333,312
104,5,4,104,0.333333333333333,312
116,5,3,116,0.25,312
213,5,3,213,0.5,312
81,4,3,81,0.25,312
118,5,3,118,0.5,312
111,5,4,111,0.333333333333333,312
138,4,1,138,0.25,313
165,4,1,165,0.2,313
46,2,1,46,0.25,313
46,5,4,46,0.25,313
226,4,1,226,0.4,313
226,5,1,226,0.125,313
226,5,4,226,0.142857142857143,313
234,2,1,234,0.666666666666667,313
234,4,1,234,0.25,313
234,4,2,234,0.2,313
186,4,1,186,0.5,313
225,3,2,225,0.2,313
225,4,2,225,0.333333333333333,313
225,4,3,225,0.333333333333333,313
83,4,3,83,0.333333333333333,313
166,3,2,166,0.142857142857143,313
178,3,2,178,1,313
223,3,2,223,0.2,313
114,5,3,114,0.25,313
116,4,3,116,0.166666666666667,313
162,4,3,162,0.25,313
119,5,4,119,0.333333333333333,313
49,4,3,49,0.25,313
81,5,4,81,0.166666666666667,313
43,3,1,43,0.2,314
68,4,1,68,0.2,314
68,4,3,68,0.25,314
123,3,1,123,0.333333333333333,314
197,2,1,197,0.25,314
197,4,1,197,0.166666666666667,314
225,2,1,225,0.2,314
225,4,2,225,0.25,314
225,4,3,225,0.25,314
226,2,1,226,0.2,314
93,2,1,93,0.25,314
138,5,2,138,0.2,314
144,4,2,144,0.166666666666667,314
144,5,2,144,0.142857142857143,314
144,4,3,144,0.2,314
46,4,2,46,0.2,314
46,5,4,46,0.142857142857143,314
78,2,1,78,0.25,314
234,3,1,234,0.333333333333333,314
182,4,2,182,0.666666666666667,314
200,4,2,200,0.2,314
49,3,2,49,0.166666666666667,314
49,4,2,49,0.166666666666667,314
139,4,3,139,0.2,314
58,3,2,58,0.333333333333333,314
158,4,2,158,0.333333333333333,314
162,4,3,162,0.25,314
162,5,3,162,0.25,314
162,5,4,162,0.2,314
204,4,3,204,0.5,314
116,4,3,116,0.5,314
174,5,4,174,0.142857142857143,314
234,3,1,234,0.333333333333333,315
234,4,1,234,0.2,315
234,4,3,234,0.333333333333333,315
93,2,1,93,0.25,315
93,4,2,93,0.333333333333333,315
144,4,3,144,0.142857142857143,315
165,4,1,165,0.2,315
138,3,1,138,0.166666666666667,315
138,4,3,138,0.2,315
43,3,1,43,0.25,315
46,4,1,46,0.5,315
78,2,1,78,0.166666666666667,315
94,3,2,94,0.2,315
114,5,3,114,0.25,315
223,3,2,223,0.25,315
223,4,2,223,0.166666666666667,315
223,5,2,223,0.25,315
223,4,3,223,0.2,315
223,5,3,223,0.333333333333333,315
96,5,2,96,0.2,315
58,3,2,58,0.333333333333333,315
83,4,3,83,0.166666666666667,315
47,4,3,47,0.2,315
139,3,2,139,0.2,315
160,5,3,160,0.111111111111111,315
148,5,3,148,0.166666666666667,315
158,4,3,158,0.333333333333333,315
162,4,3,162,0.25,315
90,5,4,90,0.125,315
111,5,4,111,0.25,315
46,2,1,46,0.5,316
46,4,1,46,0.5,316
46,4,2,46,1,316
138,3,1,138,0.166666666666667,316
138,4,1,138,0.25,316
138,4,3,138,0.142857142857143,316
93,5,3,93,0.142857142857143,316
78,2,1,78,0.142857142857143,316
144,2,1,144,0.25,316
226,3,1,226,0.333333333333333,316
83,4,2,83,0.166666666666667,316
225,4,1,225,0.333333333333333,316
139,3,2,139,0.125,316
139,5,2,139,0.333333333333333,316
139,5,3,139,0.166666666666667,316
227,3,2,227,0.111111111111111,316
39,3,2,39,0.125,316
49,4,2,49,0.2,316
191,5,3,191,0.2,316
204,4,3,204,0.333333333333333,316
199,4,3,199,0.25,316
93,3,2,93,0.2,317
93,4,3,93,0.142857142857143,317
93,5,3,93,0.2,317
93,5,4,93,0.333333333333333,317
46,3,1,46,0.2,317
46,5,3,46,0.125,317
75,3,1,75,0.166666666666667,317
75,5,2,75,1,317
75,4,3,75,0.2,317
234,4,2,234,0.5,317
225,4,3,225,0.333333333333333,317
226,4,3,226,0.2,317
138,4,2,138,0.5,317
200,4,2,200,0.166666666666667,317
58,3,2,58,0.25,317
117,5,2,117,0.333333333333333,317
170,4,2,170,0.166666666666667,317
39,3,2,39,0.25,317
158,4,3,158,0.25,317
114,5,3,114,0.25,317
223,4,2,223,0.142857142857143,317
49,4,2,49,0.2,317
169,5,2,169,0.25,317
144,5,4,144,0.333333333333333,317
116,4,3,116,0.25,317
50,4,3,50,0.2,317
79,5,3,79,0.25,317
119,5,3,119,0.333333333333333,317
163,5,3,163,0.333333333333333,317
191,5,3,191,0.333333333333333,317
204,5,4,204,0.166666666666667,317
93,4,1,93,0.25,318
93,5,1,93,0.333333333333333,318
93,5,4,93,0.25,318
138,4,3,138,0.25,318
226,2,1,226,0.142857142857143,318
226,3,1,226,0.125,318
226,4,1,226,0.2,318
226,5,3,226,0.166666666666667,318
46,4,3,46,0.5,318
197,4,1,197,0.5,318
75,4,1,75,0.25,318
178,3,2,178,0.25,318
178,5,2,178,0.5,318
227,3,2,227,0.142857142857143,318
96,5,2,96,0.166666666666667,318
49,4,2,49,0.333333333333333,318
119,4,3,119,0.142857142857143,318
160,5,3,160,0.25,318
81,5,3,81,0.5,318
81,5,4,81,0.5,318
214,5,4,214,0.142857142857143,318
46,5,1,46,0.25,319
46,4,2,46,0.333333333333333,319
46,5,4,46,0.2,319
68,4,1,68,0.25,319
138,2,1,138,0.5,319
138,4,3,138,0.2,319
83,4,1,83,0.2,319
197,3,2,197,0.2,319
197,4,2,197,0.333333333333333,319
197,4,3,197,0.333333333333333,319
225,4,1,225,0.333333333333333,319
225,5,1,225,0.333333333333333,319
225,5,4,225,0.5,319
75,4,2,75,0.25,319
75,5,2,75,0.125,319
75,5,4,75,0.142857142857143,319
226,4,1,226,0.25,319
226,5,3,226,0.5,319
234,2,1,234,0.166666666666667,319
234,3,1,234,0.333333333333333,319
234,4,1,234,0.25,319
234,3,2,234,0.125,319
234,4,3,234,0.4,319
93,5,3,93,0.125,319
93,5,4,93,0.2,319
114,3,2,114,0.166666666666667,319
114,5,3,114,0.4,319
144,5,2,144,0.25,319
158,3,2,158,1,319
184,3,2,184,0.166666666666667,319
139,3,2,139,0.166666666666667,319
223,5,2,223,0.166666666666667,319
223,5,4,223,0.25,319
117,5,3,117,1,319
204,4,3,204,0.166666666666667,319
204,5,3,204,0.2,319
191,5,3,191,0.2,319
119,4,3,119,0.25,319
121,4,3,121,0.166666666666667,319
203,3,1,203,0.142857142857143,320
203,5,1,203,0.333333333333333,320
203,5,3,203,0.142857142857143,320
93,4,2,93,0.142857142857143,320
234,4,1,234,0.2,320
234,4,3,234,0.2,320
144,5,2,144,0.25,320
144,5,3,144,0.5,320
197,4,2,197,0.166666666666667,320
43,2,1,43,1,320
46,4,3,46,0.166666666666667,320
75,4,2,75,0.25,320
39,3,2,39,0.166666666666667,320
226,4,2,226,0.166666666666667,320
226,4,3,226,0.2,320
49,4,3,49,0.5,320
114,5,3,114,0.166666666666667,320
81,4,3,81,0.166666666666667,320
116,5,3,116,0.333333333333333,320
119,4,3,119,0.5,320
160,5,3,160,0.333333333333333,320
204,4,3,204,0.125,320
75,4,1,75,0.2,321
78,2,1,78,0.25,321
144,5,2,144,0.5,321
197,4,1,197,0.333333333333333,321
93,4,2,93,0.166666666666667,321
138,4,3,138,0.142857142857143,321
138,5,4,138,0.2,321
46,5,4,46,0.333333333333333,321
123,3,1,123,0.25,321
225,3,2,225,0.4,321
225,5,2,225,0.333333333333333,321
225,5,3,225,0.166666666666667,321
83,4,2,83,0.333333333333333,321
178,5,3,178,0.2,321
223,5,3,223,0.25,321
139,5,3,139,0.2,321
200,4,2,200,0.333333333333333,321
116,4,3,116,0.25,321
104,5,3,104,0.2,321
104,5,4,104,0.333333333333333,321
162,5,3,162,0.5,321
162,5,4,162,0.333333333333333,321
78,2,1,78,0.333333333333333,322
183,3,1,183,1,322
183,4,1,183,0.25,322
183,4,3,183,0.25,322
234,2,1,234,0.5,322
46,3,2,46,0.166666666666667,322
46,4,3,46,0.125,322
226,3,1,226,0.333333333333333,322
83,2,1,83,0.25,322
197,4,2,197,0.166666666666667,322
39,3,2,39,0.166666666666667,322
39,4,2,39,0.333333333333333,322
144,5,4,144,0.25,322
223,3,2,223,0.25,322
94,3,2,94,0.2,322
49,3,2,49,0.25,322
184,3,2,184,0.166666666666667,322
162,4,3,162,0.25,322
162,5,3,162,0.333333333333333,322
162,5,4,162,0.25,322
116,4,3,116,0.2,322
191,5,3,191,0.2,322
79,5,3,79,0.2,322
204,4,3,204,0.166666666666667,322
163,5,3,163,0.2,322
226,4,3,226,0.25,323
93,5,4,93,0.2,323
83,4,1,83,0.2,323
144,4,2,144,0.166666666666667,323
234,3,2,234,0.333333333333333,323
75,4,3,75,0.5,323
43,3,2,43,0.166666666666667,323
139,3,2,139,0.2,323
169,5,2,169,0.142857142857143,323
108,3,2,108,0.25,323
117,5,2,117,0.2,323
94,3,2,94,0.333333333333333,323
223,4,2,223,0.333333333333333,323
178,3,2,178,1,323
178,5,2,178,0.5,323
178,5,3,178,0.5,323
81,4,3,81,0.142857142857143,323
191,5,3,191,0.166666666666667,323
116,5,3,116,0.166666666666667,323
138,5,3,138,0.25,323
174,5,4,174,0.5,323
46,5,3,46,0.5,324
226,5,1,226,0.5,324
226,4,2,226,0.166666666666667,324
78,2,1,78,0.25,324
144,2,1,144,0.166666666666667,324
144,5,4,144,0.333333333333333,324
93,5,4,93,0.5,324
197,3,2,197,0.142857142857143,324
75,4,1,75,0.2,324
75,4,3,75,0.142857142857143,324
225,4,1,225,0.2,324
225,5,4,225,0.2,324
183,4,3,183,0.333333333333333,324
47,4,2,47,0.2,324
223,3,2,223,0.142857142857143,324
223,4,3,223,0.142857142857143,324
39,4,3,39,0.5,324
138,3,2,138,0.25,324
138,4,3,138,0.25,324
163,5,3,163,0.125,324
139,5,3,139,0.166666666666667,324
191,5,3,191,0.333333333333333,324
213,5,3,213,0.2,324
50,4,3,50,0.5,324
116,4,3,116,0.166666666666667,324
124,4,1,124,0.333333333333333,325
183,3,1,183,0.333333333333333,325
183,4,1,183,0.166666666666667,325
183,4,3,183,0.166666666666667,325
234,3,1,234,0.142857142857143,325
138,3,1,138,0.2,325
138,5,3,138,0.2,325
83,2,1,83,0.166666666666667,325
225,5,4,225,0.5,325
144,5,3,144,0.5,325
47,4,2,47,0.2,325
117,5,2,117,0.2,325
169,5,2,169,0.2,325
49,4,2,49,0.4,325
49,4,3,49,0.2,325
75,4,2,75,0.2,325
96,5,2,96,0.25,325
227,3,2,227,0.125,325
46,4,3,46,0.333333333333333,325
114,5,3,114,0.5,325
200,4,2,200,0.25,325
50,4,3,50,0.142857142857143,325
121,4,3,121,0.25,325
199,4,3,199,0.2,325
148,5,3,148,1,325
214,5,4,214,0.333333333333333,325
46,2,1,46,0.333333333333333,326
46,5,1,46,0.5,326
46,5,2,46,0.5,326
75,2,1,75,0.25,326
78,2,1,78,0.25,326
203,5,1,203,0.5,326
93,5,3,93,0.142857142857143,326
183,4,1,183,0.142857142857143,326
226,3,1,226,0.142857142857143,326
226,5,2,226,0.5,326
144,4,3,144,0.333333333333333,326
144,5,4,144,0.2,326
225,4,3,225,0.25,326
138,5,2,138,0.2,326
138,5,3,138,0.25,326
108,3,2,108,0.2,326
178,3,2,178,0.142857142857143,326
36,3,2,36,0.333333333333333,326
158,3,2,158,0.142857142857143,326
158,4,3,158,0.2,326
182,4,2,182,0.2,326
39,4,2,39,0.5,326
49,3,2,49,0.25,326
47,4,2,47,0.2,326
96,5,2,96,0.333333333333333,326
119,5,3,119,0.111111111111111,326
119,5,4,119,0.166666666666667,326
162,5,3,162,0.333333333333333,326
116,4,3,116,0.2,326
116,5,3,116,0.2,326
163,5,3,163,0.5,326
118,5,3,118,0.333333333333333,326
121,4,3,121,0.333333333333333,326
90,5,4,90,0.25,326
93,3,1,93,0.25,327
93,4,3,93,0.25,327
78,2,1,78,0.25,327
83,4,1,83,0.333333333333333,327
225,3,2,225,0.333333333333333,327
43,3,1,43,0.333333333333333,327
138,3,1,138,0.333333333333333,327
138,4,2,138,0.25,327
138,5,4,138,0.25,327
46,4,1,46,0.2,327
46,5,2,46,0.2,327
226,4,3,226,0.333333333333333,327
226,5,3,226,0.2,327
226,5,4,226,0.5,327
234,3,2,234,0.166666666666667,327
139,5,4,139,0.2,327
158,4,2,158,0.2,327
200,5,4,200,0.25,327
49,3,2,49,0.125,327
49,4,3,49,0.2,327
178,3,2,178,0.2,327
178,5,3,178,0.142857142857143,327
170,4,2,170,1,327
75,4,2,75,0.285714285714286,327
81,4,3,81,0.142857142857143,327
119,4,3,119,0.142857142857143,327
199,4,3,199,0.333333333333333,327
160,5,3,160,0.25,327
213,5,3,213,0.333333333333333,327
68,4,1,68,0.5,328
124,4,1,124,0.25,328
138,5,1,138,0.333333333333333,328
234,4,2,234,0.142857142857143,328
197,2,1,197,0.333333333333333,328
197,4,1,197,0.333333333333333,328
197,3,2,197,0.2,328
197,4,3,197,0.2,328
144,4,2,144,0.142857142857143,328
83,4,2,83,0.333333333333333,328
46,4,1,46,0.5,328
93,4,1,93,0.2,328
93,4,3,93,0.2,328
49,4,2,49,0.25,328
223,5,4,223,0.25,328
39,4,3,39,0.166666666666667,328
108,3,2,108,0.166666666666667,328
200,4,2,200,0.25,328
170,4,2,170,0.2,328
178,5,2,178,1,328
148,5,3,148,0.5,328
50,4,3,50,0.2,328
204,5,3,204,0.166666666666667,328
104,4,3,104,0.2,328
160,5,3,160,0.333333333333333,328
183,4,3,183,0.333333333333333,329
197,4,1,197,0.142857142857143,329
197,4,3,197,0.375,329
226,2,1,226,0.166666666666667,329
93,2,1,93,0.2,329
93,3,2,93,0.142857142857143,329
144,4,3,144,0.166666666666667,329
75,4,3,75,0.25,329
158,3,2,158,0.142857142857143,329
158,4,2,158,0.25,329
170,4,2,170,0.142857142857143,329
139,4,2,139,0.2,329
139,4,3,139,0.2,329
166,3,2,166,0.2,329
223,5,4,223,0.25,329
47,4,3,47,0.25,329
39,4,3,39,0.25,329
104,5,3,104,0.142857142857143,329
204,5,3,204,0.25,329
204,5,4,204,0.333333333333333,329
119,5,3,119,0.166666666666667,329
81,5,4,81,0.333333333333333,329
90,5,4,90,0.2,329
214,5,4,214,0.5,329
93,2,1,93,0.2,330
93,3,1,93,0.25,330
93,5,1,93,0.25,330
93,5,2,93,0.166666666666667,330
93,5,4,93,0.2,330
123,3,1,123,0.333333333333333,330
124,4,1,124,0.5,330
144,3,1,144,0.333333333333333,330
144,4,3,144,0.333333333333333,330
197,3,2,197,0.25,330
225,2,1,225,0.2,330
225,4,3,225,0.333333333333333,330
225,5,3,225,0.333333333333333,330
225,5,4,225,0.333333333333333,330
226,3,1,226,1,330
226,4,2,226,0.2,330
46,3,1,46,0.333333333333333,330
46,4,1,46,0.5,330
46,4,3,46,0.5,330
75,5,3,75,0.166666666666667,330
49,3,2,49,1,330
139,5,2,139,0.2,330
200,4,2,200,0.5,330
223,3,2,223,0.4,330
170,4,2,170,0.2,330
158,4,2,158,0.2,330
39,4,3,39,0.142857142857143,330
108,3,2,108,0.5,330
50,4,3,50,0.166666666666667,330
104,4,3,104,0.25,330
162,4,3,162,0.111111111111111,330
162,5,3,162,0.166666666666667,330
199,4,3,199,0.25,330
83,2,1,83,0.25,331
83,4,1,83,0.25,331
83,4,2,83,0.2,331
93,4,1,93,0.333333333333333,331
226,3,2,226,0.5,331
75,2,1,75,0.25,331
75,4,2,75,0.2,331
88,2,1,88,0.25,331
36,3,2,36,0.166666666666667,331
39,4,3,39,0.25,331
47,3,2,47,0.166666666666667,331
104,4,3,104,0.142857142857143,331
119,5,4,119,0.5,331
116,4,3,116,0.25,331
81,4,3,81,0.166666666666667,331
174,5,4,174,0.25,331
214,5,4,214,0.333333333333333,331
204,5,4,204,0.2,331
93,4,2,93,0.25,332
225,4,2,225,0.5,332
75,4,3,75,0.2,332
144,4,3,144,0.2,332
144,5,3,144,0.5,332
144,5,4,144,0.25,332
183,4,3,183,0.333333333333333,332
226,4,3,226,0.285714285714286,332
166,3,2,166,0.333333333333333,332
138,3,2,138,0.2,332
138,5,3,138,0.333333333333333,332
200,4,2,200,0.2,332
200,5,4,200,0.25,332
117,3,2,117,0.125,332
47,4,2,47,0.2,332
47,4,3,47,0.25,332
223,4,2,223,0.166666666666667,332
158,4,2,158,0.5,332
148,5,3,148,0.111111111111111,332
162,5,4,162,1,332
39,4,3,39,0.166666666666667,332
119,5,4,119,0.25,332
78,2,1,78,0.333333333333333,333
203,3,1,203,0.142857142857143,333
203,5,3,203,0.25,333
234,4,2,234,0.25,333
43,2,1,43,0.2,333
138,5,2,138,0.25,333
46,3,1,46,0.2,333
46,4,1,46,0.2,333
46,5,4,46,0.166666666666667,333
93,3,1,93,0.25,333
93,4,2,93,0.166666666666667,333
93,5,3,93,0.25,333
114,5,2,114,0.5,333
139,5,3,139,0.166666666666667,333
227,3,2,227,0.5,333
39,4,3,39,0.25,333
158,4,3,158,0.5,333
223,4,3,223,0.2,333
223,5,4,223,0.166666666666667,333
36,3,2,36,0.166666666666667,333
116,4,3,116,0.2,333
47,4,3,47,0.333333333333333,333
50,4,3,50,0.333333333333333,333
83,2,1,83,0.166666666666667,334
83,3,1,83,0.2,334
83,4,3,83,0.666666666666667,334
177,5,1,177,0.142857142857143,334
197,4,2,197,0.25,334
197,4,3,197,0.25,334
234,4,3,234,0.25,334
165,4,1,165,0.2,334
75,4,2,75,0.2,334
75,5,2,75,0.2,334
226,2,1,226,0.5,334
226,3,1,226,0.333333333333333,334
226,3,2,226,0.25,334
93,4,2,93,0.142857142857143,334
93,5,4,93,0.333333333333333,334
144,3,2,144,0.4,334
144,4,3,144,0.2,334
225,3,2,225,0.166666666666667,334
49,4,2,49,0.25,334
58,3,2,58,0.2,334
114,3,2,114,0.2,334
114,5,2,114,0.25,334
182,4,2,182,0.333333333333333,334
184,3,2,184,0.125,334
223,5,3,223,0.2,334
178,5,2,178,0.142857142857143,334
170,4,2,170,0.2,334
47,4,3,47,0.5,334
139,5,3,139,0.166666666666667,334
46,5,4,46,0.333333333333333,334
50,4,3,50,0.2,334
116,4,3,116,0.2,334
116,5,3,116,0.2,334
119,5,4,119,0.166666666666667,334
111,5,4,111,0.333333333333333,334
90,5,4,90,0.333333333333333,334
46,4,1,46,0.25,335
68,3,1,68,0.166666666666667,335
234,3,2,234,0.166666666666667,335
234,4,3,234,0.166666666666667,335
225,4,1,225,0.333333333333333,335
225,4,2,225,0.2,335
225,5,2,225,0.2,335
93,5,3,93,0.333333333333333,335
183,4,1,183,0.2,335
226,3,2,226,0.142857142857143,335
39,4,2,39,0.25,335
36,3,2,36,0.142857142857143,335
182,4,2,182,0.333333333333333,335
223,4,2,223,0.2,335
223,4,3,223,0.25,335
223,5,4,223,0.2,335
139,4,3,139,0.166666666666667,335
139,5,4,139,0.2,335
148,5,3,148,0.2,335
160,5,3,160,0.2,335
162,5,3,162,0.333333333333333,335
116,5,4,116,0.25,335
163,5,3,163,1,335
104,5,4,104,0.25,335
46,3,2,46,0.333333333333333,336
46,5,4,46,0.333333333333333,336
144,2,1,144,0.25,336
138,4,2,138,0.25,336
225,3,2,225,0.25,336
234,4,2,234,0.25,336
234,4,3,234,0.142857142857143,336
226,3,2,226,0.111111111111111,336
226,4,3,226,0.125,336
169,5,2,169,0.166666666666667,336
39,3,2,39,0.2,336
200,4,2,200,0.5,336
162,5,4,162,0.25,336
116,4,3,116,0.1,336
174,5,4,174,0.166666666666667,336
214,5,4,214,0.2,336
46,5,4,46,0.25,337
83,2,1,83,0.2,337
83,4,1,83,0.25,337
83,4,2,83,0.4,337
183,4,1,183,0.166666666666667,337
93,5,2,93,0.5,337
226,4,2,226,0.2,337
226,5,4,226,0.2,337
75,2,1,75,0.166666666666667,337
75,4,2,75,0.166666666666667,337
203,3,1,203,0.111111111111111,337
203,5,3,203,0.142857142857143,337
234,4,2,234,0.5,337
138,3,2,138,0.2,337
36,3,2,36,0.2,337
49,4,3,49,0.5,337
139,5,3,139,0.142857142857143,337
47,3,2,47,0.2,337
178,3,2,178,0.125,337
200,4,2,200,0.142857142857143,337
162,4,3,162,0.111111111111111,337
81,4,3,81,0.2,337
81,5,4,81,0.333333333333333,337
163,5,3,163,0.2,337
199,4,3,199,0.333333333333333,337
79,5,3,79,0.2,337
83,2,1,83,0.166666666666667,338
83,4,2,83,0.5,338
197,4,1,197,0.25,338
226,2,1,226,0.2,338
226,5,1,226,0.2,338
226,5,2,226,0.2,338
226,5,4,226,0.25,338
234,4,2,234,0.125,338
138,5,4,138,0.25,338
46,5,4,46,0.5,338
66,3,1,66,0.166666666666667,338
144,3,1,144,0.166666666666667,338
144,5,2,144,0.25,338
144,4,3,144,0.166666666666667,338
225,4,1,225,0.25,338
