"trial_number","layer_from","layer_to","turnover","distance_in_meters"
190,3,7,0.160919540229885,284291.92
190,3,8,0.1875,284225.6416
190,3,9,0.158536585365854,337010.9202
190,3,10,0.168421052631579,337167.3216
190,3,11,0.15,376908.7486
190,3,12,0.178571428571429,376943.1528
190,3,13,0.155844155844156,455682.8693
190,3,14,0.172839506172839,455736.6729
190,4,5,0.213333333333333,190455.7312
190,4,6,0.15,190431.974
190,4,7,0.219512195121951,284225.063
190,4,8,0.177083333333333,284158.7826
190,4,9,0.189873417721519,336943.6391
190,4,10,0.208791208791209,337100.0413
190,4,11,0.123456790123457,376842.1066
190,4,12,0.209876543209877,376876.5125
190,4,13,0.173333333333333,455616.6148
190,4,14,0.189873417721519,455670.4165
190,5,6,0.197368421052632,95.95512
190,5,7,0.207317073170732,116498.0882
190,5,8,0.204301075268817,116473.2763
190,5,9,0.177215189873418,173827.6658
190,5,10,0.197802197802198,173938.4686
190,5,11,0.153846153846154,200279.0495
190,5,12,0.25974025974026,200296.3813
190,5,13,0.144736842105263,274321.0892
190,5,14,0.24,274386.7194
190,6,7,0.234567901234568,116448.0545
190,6,8,0.177083333333333,116423.1775
190,6,9,0.132530120481928,173779.1593
190,6,10,0.195652173913043,173890.0276
190,6,11,0.213333333333333,200252.1231
190,6,12,0.240506329113924,200269.4864
190,6,13,0.142857142857143,274306.3841
190,6,14,0.236842105263158,274371.9913
190,7,8,0.163461538461538,95.901643
190,7,9,0.186046511627907,57391.05093
190,7,10,0.242105263157895,57507.0912
190,7,11,0.164705882352941,92943.79946
190,7,12,0.191011235955056,92982.62174
190,7,13,0.170731707317073,172702.2428
190,7,14,0.172413793103448,172748.3908
190,8,9,0.138613861386139,57421.1674
190,8,10,0.224299065420561,57537.41864
190,8,11,0.191489361702128,93016.48528
190,8,12,0.166666666666667,93055.34728
190,8,13,0.135416666666667,172778.5189
190,8,14,0.223404255319149,172824.6395
190,9,10,0.166666666666667,176.725963
190,9,11,0.134146341463415,52803.77965
190,9,12,0.176470588235294,52869.02752
190,9,13,0.168831168831169,129490.6054
190,9,14,0.156626506024096,129514.9474
190,10,11,0.197802197802198,52633.94478
190,10,12,0.195876288659794,52699.21787
190,10,13,0.152173913043478,129313.8797
190,10,14,0.178947368421053,129338.2219
190,11,12,0.182926829268293,70.701802
190,11,13,0.16,80115.5239
190,11,14,0.148148148148148,80155.97026
190,12,13,0.189873417721519,80069.46551
190,12,14,0.219512195121951,80109.96825
190,13,14,0.153846153846154,93.399466
191,1,2,0.157303370786517,505.679714
191,1,3,0.172839506172839,305029.0863
191,1,4,0.1875,305014.2086
191,1,5,0.205128205128205,244126.1002
191,1,6,0.146341463414634,244218.2947
191,1,7,0.214285714285714,339317.6653
191,1,8,0.138613861386139,339340.9395
191,1,9,0.142857142857143,389041.2745
191,1,10,0.0882352941176471,389081.6723
191,1,11,0.121951219512195,390021.0886
191,1,12,0.176470588235294,389999.5747
191,1,13,0.184210526315789,437366.7753
191,1,14,0.1875,437457.0124
191,2,3,0.172413793103448,305483.51
191,2,4,0.2,305468.5845
191,2,5,0.188235294117647,244342.8621
191,2,6,0.188235294117647,244435.1061
191,2,7,0.159574468085106,339422.5451
191,2,8,0.22,339445.9549
191,2,9,0.226190476190476,389106.7971
191,2,10,0.113207547169811,389146.973
191,2,11,0.137931034482759,390018.2084
191,2,12,0.202247191011236,389996.6073
191,2,13,0.227848101265823,437285.0066
191,2,14,0.159090909090909,437375.2712
191,3,4,0.220779220779221,67.363151
191,3,5,0.192307692307692,190517.2168
191,3,6,0.148148148148148,190493.473
191,3,7,0.202380952380952,284291.92
191,3,8,0.2,284225.6416
191,3,9,0.172839506172839,337010.9202
191,3,10,0.134020618556701,337167.3216
191,3,11,0.151898734177215,376908.7486
191,3,12,0.192771084337349,376943.1528
191,3,13,0.219178082191781,455682.8693
191,3,14,0.175,455736.6729
191,4,5,0.273972602739726,190455.7312
191,4,6,0.192307692307692,190431.974
191,4,7,0.246913580246914,284225.063
191,4,8,0.212765957446809,284158.7826
191,4,9,0.1875,336943.6391
191,4,10,0.182795698924731,337100.0413
191,4,11,0.213333333333333,376842.1066
191,4,12,0.269230769230769,376876.5125
191,4,13,0.253521126760563,455616.6148
191,4,14,0.189873417721519,455670.4165
191,5,6,0.15,95.95512
191,5,7,0.25,116498.0882
191,5,8,0.13,116473.2763
191,5,9,0.189873417721519,173827.6658
191,5,10,0.172043010752688,173938.4686
191,5,11,0.139240506329114,200279.0495
191,5,12,0.240506329113924,200296.3813
191,5,13,0.173333333333333,274321.0892
191,5,14,0.207792207792208,274386.7194
191,6,7,0.219512195121951,116448.0545
191,6,8,0.189473684210526,116423.1775
191,6,9,0.205128205128205,173779.1593
191,6,10,0.135416666666667,173890.0276
191,6,11,0.111111111111111,200252.1231
191,6,12,0.180722891566265,200269.4864
191,6,13,0.189189189189189,274306.3841
191,6,14,0.1625,274371.9913
191,7,8,0.198019801980198,95.901643
191,7,9,0.214285714285714,57391.05093
191,7,10,0.181818181818182,57507.0912
191,7,11,0.166666666666667,92943.79946
191,7,12,0.247058823529412,92982.62174
191,7,13,0.215189873417722,172702.2428
191,7,14,0.231707317073171,172748.3908
191,8,9,0.15,57421.1674
191,8,10,0.150442477876106,57537.41864
191,8,11,0.144329896907216,93016.48528
191,8,12,0.239583333333333,93055.34728
191,8,13,0.184782608695652,172778.5189
191,8,14,0.175257731958763,172824.6395
191,9,10,0.168421052631579,176.725963
191,9,11,0.164556962025316,52803.77965
191,9,12,0.204819277108434,52869.02752
191,9,13,0.153846153846154,129490.6054
191,9,14,0.117647058823529,129514.9474
191,10,11,0.16304347826087,52633.94478
191,10,12,0.210526315789474,52699.21787
191,10,13,0.153846153846154,129313.8797
191,10,14,0.157894736842105,129338.2219
191,11,12,0.156626506024096,70.701802
191,11,13,0.146666666666667,80115.5239
191,11,14,0.151898734177215,80155.97026
191,12,13,0.205128205128205,80069.46551
191,12,14,0.207317073170732,80109.96825
191,13,14,0.171052631578947,93.399466
192,1,2,0.197674418604651,505.679714
192,1,3,0.172839506172839,305029.0863
192,1,4,0.25,305014.2086
192,1,5,0.205128205128205,244126.1002
192,1,6,0.205128205128205,244218.2947
192,1,7,0.186046511627907,339317.6653
192,1,8,0.197916666666667,339340.9395
192,1,9,0.156626506024096,389041.2745
192,1,10,0.206521739130435,389081.6723
192,1,11,0.1625,390021.0886
192,1,12,0.265822784810127,389999.5747
192,1,13,0.285714285714286,437366.7753
192,1,14,0.185185185185185,437457.0124
192,2,3,0.2,305483.51
192,2,4,0.186046511627907,305468.5845
192,2,5,0.122222222222222,244342.8621
192,2,6,0.174418604651163,244435.1061
192,2,7,0.135416666666667,339422.5451
192,2,8,0.161904761904762,339445.9549
192,2,9,0.131868131868132,389106.7971
192,2,10,0.18,389146.973
192,2,11,0.136363636363636,390018.2084
192,2,12,0.244186046511628,389996.6073
192,2,13,0.182926829268293,437285.0066
192,2,14,0.157303370786517,437375.2712
192,3,4,0.175,67.363151
192,3,5,0.148148148148148,190517.2168
192,3,6,0.192307692307692,190493.473
192,3,7,0.160919540229885,284291.92
192,3,8,0.128712871287129,284225.6416
192,3,9,0.172839506172839,337010.9202
192,3,10,0.195652173913043,337167.3216
192,3,11,0.164556962025316,376908.7486
192,3,12,0.178571428571429,376943.1528
192,3,13,0.202702702702703,455682.8693
192,3,14,0.172839506172839,455736.6729
192,4,5,0.177215189873418,190455.7312
192,4,6,0.223684210526316,190431.974
192,4,7,0.174418604651163,284225.063
192,4,8,0.2,284158.7826
192,4,9,0.1875,336943.6391
192,4,10,0.222222222222222,337100.0413
192,4,11,0.226666666666667,376842.1066
192,4,12,0.2375,376876.5125
192,4,13,0.271428571428571,455616.6148
192,4,14,0.172839506172839,455670.4165
192,5,6,0.164556962025316,95.95512
192,5,7,0.204819277108434,116498.0882
192,5,8,0.177083333333333,116473.2763
192,5,9,0.146341463414634,173827.6658
192,5,10,0.197802197802198,173938.4686
192,5,11,0.1375,200279.0495
192,5,12,0.195121951219512,200296.3813
192,5,13,0.189189189189189,274321.0892
192,5,14,0.160493827160494,274386.7194
192,6,7,0.204819277108434,116448.0545
192,6,8,0.164948453608247,116423.1775
192,6,9,0.146341463414634,173779.1593
192,6,10,0.184782608695652,173890.0276
192,6,11,0.151898734177215,200252.1231
192,6,12,0.166666666666667,200269.4864
192,6,13,0.189189189189189,274306.3841
192,6,14,0.189873417721519,274371.9913
192,7,8,0.141509433962264,95.901643
192,7,9,0.108695652173913,57391.05093
192,7,10,0.24468085106383,57507.0912
192,7,11,0.178571428571429,92943.79946
192,7,12,0.139784946236559,92982.62174
192,7,13,0.170731707317073,172702.2428
192,7,14,0.172413793103448,172748.3908
192,8,9,0.127450980392157,57421.1674
192,8,10,0.140350877192982,57537.41864
192,8,11,0.12,93016.48528
192,8,12,0.155339805825243,93055.34728
192,8,13,0.147368421052632,172778.5189
192,8,14,0.116504854368932,172824.6395
192,9,10,0.15625,176.725963
192,9,11,0.192307692307692,52803.77965
192,9,12,0.19047619047619,52869.02752
192,9,13,0.2,129490.6054
192,9,14,0.185185185185185,129514.9474
192,10,11,0.301204819277108,52633.94478
192,10,12,0.210526315789474,52699.21787
192,10,13,0.235294117647059,129313.8797
192,10,14,0.193548387096774,129338.2219
192,11,12,0.197530864197531,70.701802
192,11,13,0.208333333333333,80115.5239
192,11,14,0.207792207792208,80155.97026
192,12,13,0.205128205128205,80069.46551
192,12,14,0.204819277108434,80109.96825
192,13,14,0.216216216216216,93.399466
193,1,2,0.211764705882353,505.679714
193,1,3,0.117647058823529,305029.0863
193,1,4,0.158536585365854,305014.2086
193,1,5,0.220779220779221,244126.1002
193,1,6,0.160493827160494,244218.2947
193,1,7,0.228915662650602,339317.6653
193,1,8,0.197916666666667,339340.9395
193,1,9,0.170731707317073,389041.2745
193,1,10,0.142857142857143,389081.6723
193,1,11,0.24,390021.0886
193,1,12,0.19047619047619,389999.5747
193,1,13,0.216216216216216,437366.7753
193,1,14,0.2,437457.0124
193,2,3,0.159090909090909,305483.51
193,2,4,0.2,305468.5845
193,2,5,0.202380952380952,244342.8621
193,2,6,0.160919540229885,244435.1061
193,2,7,0.297619047619048,339422.5451
193,2,8,0.161904761904762,339445.9549
193,2,9,0.10752688172043,389106.7971
193,2,10,0.19,389146.973
193,2,11,0.204819277108434,390018.2084
193,2,12,0.16304347826087,389996.6073
193,2,13,0.182926829268293,437285.0066
193,2,14,0.170454545454545,437375.2712
193,3,4,0.205128205128205,67.363151
193,3,5,0.120481927710843,190517.2168
193,3,6,0.177215189873418,190493.473
193,3,7,0.160919540229885,284291.92
193,3,8,0.151515151515152,284225.6416
193,3,9,0.0919540229885057,337010.9202
193,3,10,0.15625,337167.3216
193,3,11,0.15,376908.7486
193,3,12,0.164705882352941,376943.1528
193,3,13,0.171052631578947,455682.8693
193,3,14,0.172839506172839,455736.6729
193,4,5,0.177215189873418,190455.7312
193,4,6,0.148148148148148,190431.974
193,4,7,0.246913580246914,284225.063
193,4,8,0.212765957446809,284158.7826
193,4,9,0.144578313253012,336943.6391
193,4,10,0.233333333333333,337100.0413
193,4,11,0.210526315789474,376842.1066
193,4,12,0.192771084337349,376876.5125
193,4,13,0.236111111111111,455616.6148
193,4,14,0.233766233766234,455670.4165
193,5,6,0.15,95.95512
193,5,7,0.204819277108434,116498.0882
193,5,8,0.177083333333333,116473.2763
193,5,9,0.175,173827.6658
193,5,10,0.145833333333333,173938.4686
193,5,11,0.213333333333333,200279.0495
193,5,12,0.180722891566265,200296.3813
193,5,13,0.205479452054795,274321.0892
193,5,14,0.189873417721519,274386.7194
193,6,7,0.19047619047619,116448.0545
193,6,8,0.153061224489796,116423.1775
193,6,9,0.0804597701149425,173779.1593
193,6,10,0.157894736842105,173890.0276
193,6,11,0.151898734177215,200252.1231
193,6,12,0.13953488372093,200269.4864
193,6,13,0.142857142857143,274306.3841
193,6,14,0.175,274371.9913
193,7,8,0.23469387755102,95.901643
193,7,9,0.186046511627907,57391.05093
193,7,10,0.216494845360825,57507.0912
193,7,11,0.207317073170732,92943.79946
193,7,12,0.218390804597701,92982.62174
193,7,13,0.215189873417722,172702.2428
193,7,14,0.24390243902439,172748.3908
193,8,9,0.161616161616162,57421.1674
193,8,10,0.15929203539823,57537.41864
193,8,11,0.142857142857143,93016.48528
193,8,12,0.155339805825243,93055.34728
193,8,13,0.184782608695652,172778.5189
193,8,14,0.223404255319149,172824.6395
193,9,10,0.142857142857143,176.725963
193,9,11,0.107142857142857,52803.77965
193,9,12,0.149425287356322,52869.02752
193,9,13,0.139240506329114,129490.6054
193,9,14,0.156626506024096,129514.9474
193,10,11,0.197802197802198,52633.94478
193,10,12,0.195876288659794,52699.21787
193,10,13,0.247058823529412,129313.8797
193,10,14,0.230769230769231,129338.2219
193,11,12,0.182926829268293,70.701802
193,11,13,0.298507462686567,80115.5239
193,11,14,0.24,80155.97026
193,12,13,0.189873417721519,80069.46551
193,12,14,0.219512195121951,80109.96825
193,13,14,0.25,93.399466
194,1,2,0.10752688172043,505.679714
194,1,3,0.172839506172839,305029.0863
194,1,4,0.130952380952381,305014.2086
194,1,5,0.146341463414634,244126.1002
194,1,6,0.205128205128205,244218.2947
194,1,7,0.172413793103448,339317.6653
194,1,8,0.161616161616162,339340.9395
194,1,9,0.246753246753247,389041.2745
194,1,10,0.206521739130435,389081.6723
194,1,11,0.192307692307692,390021.0886
194,1,12,0.176470588235294,389999.5747
194,1,13,0.216216216216216,437366.7753
194,1,14,0.142857142857143,437457.0124
194,2,3,0.172413793103448,305483.51
194,2,4,0.133333333333333,305468.5845
194,2,5,0.147727272727273,244342.8621
194,2,6,0.147727272727273,244435.1061
194,2,7,0.238636363636364,339422.5451
194,2,8,0.207920792079208,339445.9549
194,2,9,0.183908045977011,389106.7971
194,2,10,0.168316831683168,389146.973
194,2,11,0.111111111111111,390018.2084
194,2,12,0.188888888888889,389996.6073
194,2,13,0.141176470588235,437285.0066
194,2,14,0.170454545454545,437375.2712
194,3,4,0.175,67.363151
194,3,5,0.148148148148148,190517.2168
194,3,6,0.148148148148148,190493.473
194,3,7,0.174418604651163,284291.92
194,3,8,0.175257731958763,284225.6416
194,3,9,0.233766233766234,337010.9202
194,3,10,0.157894736842105,337167.3216
194,3,11,0.194805194805195,376908.7486
194,3,12,0.207317073170732,376943.1528
194,3,13,0.202702702702703,455682.8693
194,3,14,0.20253164556962,455736.6729
194,4,5,0.148148148148148,190455.7312
194,4,6,0.207792207792208,190431.974
194,4,7,0.160919540229885,284225.063
194,4,8,0.151515151515152,284158.7826
194,4,9,0.158536585365854,336943.6391
194,4,10,0.157894736842105,337100.0413
194,4,11,0.26027397260274,376842.1066
194,4,12,0.151162790697674,376876.5125
194,4,13,0.155844155844156,455616.6148
194,4,14,0.158536585365854,455670.4165
194,5,6,0.179487179487179,95.95512
194,5,7,0.204819277108434,116498.0882
194,5,8,0.177083333333333,116473.2763
194,5,9,0.205128205128205,173827.6658
194,5,10,0.184782608695652,173938.4686
194,5,11,0.197368421052632,200279.0495
194,5,12,0.195121951219512,200296.3813
194,5,13,0.128205128205128,274321.0892
194,5,14,0.175,274386.7194
194,6,7,0.149425287356322,116448.0545
194,6,8,0.189473684210526,116423.1775
194,6,9,0.205128205128205,173779.1593
194,6,10,0.197802197802198,173890.0276
194,6,11,0.22972972972973,200252.1231
194,6,12,0.166666666666667,200269.4864
194,6,13,0.173333333333333,274306.3841
194,6,14,0.175,274371.9913
194,7,8,0.186274509803922,95.901643
194,7,9,0.24390243902439,57391.05093
194,7,10,0.206185567010309,57507.0912
194,7,11,0.178571428571429,92943.79946
194,7,12,0.261904761904762,92982.62174
194,7,13,0.142857142857143,172702.2428
194,7,14,0.159090909090909,172748.3908
194,8,9,0.236559139784946,57421.1674
194,8,10,0.226415094339623,57537.41864
194,8,11,0.154639175257732,93016.48528
194,8,12,0.202020202020202,93055.34728
194,8,13,0.184782608695652,172778.5189
194,8,14,0.161616161616162,172824.6395
194,9,10,0.21978021978022,176.725963
194,9,11,0.207792207792208,52803.77965
194,9,12,0.219512195121951,52869.02752
194,9,13,0.25,129490.6054
194,9,14,0.185185185185185,129514.9474
194,10,11,0.227272727272727,52633.94478
194,10,12,0.223404255319149,52699.21787
194,10,13,0.193181818181818,129313.8797
194,10,14,0.168421052631579,129338.2219
194,11,12,0.197530864197531,70.701802
194,11,13,0.16,80115.5239
194,11,14,0.1625,80155.97026
194,12,13,0.146341463414634,80069.46551
194,12,14,0.219512195121951,80109.96825
194,13,14,0.111111111111111,93.399466
195,1,2,0.226190476190476,505.679714
195,1,3,0.1875,305029.0863
195,1,4,0.189873417721519,305014.2086
195,1,5,0.253333333333333,244126.1002
195,1,6,0.175,244218.2947
195,1,7,0.172413793103448,339317.6653
195,1,8,0.223404255319149,339340.9395
195,1,9,0.170731707317073,389041.2745
195,1,10,0.230769230769231,389081.6723
195,1,11,0.207792207792208,390021.0886
195,1,12,0.204819277108434,389999.5747
195,1,13,0.184210526315789,437366.7753
195,1,14,0.20253164556962,437457.0124
195,2,3,0.186046511627907,305483.51
195,2,4,0.188235294117647,305468.5845
195,2,5,0.202380952380952,244342.8621
195,2,6,0.134831460674157,244435.1061
195,2,7,0.172043010752688,339422.5451
195,2,8,0.161904761904762,339445.9549
195,2,9,0.197674418604651,389106.7971
195,2,10,0.178217821782178,389146.973
195,2,11,0.162790697674419,390018.2084
195,2,12,0.188888888888889,389996.6073
195,2,13,0.182926829268293,437285.0066
195,2,14,0.146067415730337,437375.2712
195,3,4,0.148148148148148,67.363151
195,3,5,0.177215189873418,190517.2168
195,3,6,0.177215189873418,190493.473
195,3,7,0.0978260869565217,284291.92
195,3,8,0.1875,284225.6416
195,3,9,0.172839506172839,337010.9202
195,3,10,0.193548387096774,337167.3216
195,3,11,0.194805194805195,376908.7486
195,3,12,0.192771084337349,376943.1528
195,3,13,0.141025641025641,455682.8693
195,3,14,0.220779220779221,455736.6729
195,4,5,0.179487179487179,190455.7312
195,4,6,0.164556962025316,190431.974
195,4,7,0.123595505617978,284225.063
195,4,8,0.153061224489796,284158.7826
195,4,9,0.220779220779221,336943.6391
195,4,10,0.208791208791209,337100.0413
195,4,11,0.213333333333333,376842.1066
195,4,12,0.180722891566265,376876.5125
195,4,13,0.157894736842105,455616.6148
195,4,14,0.192307692307692,455670.4165
195,5,6,0.164556962025316,95.95512
195,5,7,0.149425287356322,116498.0882
195,5,8,0.21505376344086,116473.2763
195,5,9,0.160493827160494,173827.6658
195,5,10,0.25,173938.4686
195,5,11,0.181818181818182,200279.0495
195,5,12,0.209876543209877,200296.3813
195,5,13,0.157894736842105,274321.0892
195,5,14,0.207792207792208,274386.7194
195,6,7,0.136363636363636,116448.0545
195,6,8,0.153061224489796,116423.1775
195,6,9,0.189873417721519,173779.1593
195,6,10,0.195652173913043,173890.0276
195,6,11,0.151898734177215,200252.1231
195,6,12,0.13953488372093,200269.4864
195,6,13,0.173333333333333,274306.3841
195,6,14,0.1625,274371.9913
195,7,8,0.186274509803922,95.901643
195,7,9,0.133333333333333,57391.05093
195,7,10,0.191919191919192,57507.0912
195,7,11,0.178571428571429,92943.79946
195,7,12,0.127659574468085,92982.62174
195,7,13,0.170731707317073,172702.2428
195,7,14,0.188235294117647,172748.3908
195,8,9,0.138613861386139,57421.1674
195,8,10,0.224299065420561,57537.41864
195,8,11,0.217391304347826,93016.48528
195,8,12,0.202020202020202,93055.34728
195,8,13,0.159574468085106,172778.5189
195,8,14,0.2,172824.6395
195,9,10,0.191489361702128,176.725963
195,9,11,0.1625,52803.77965
195,9,12,0.19047619047619,52869.02752
195,9,13,0.153846153846154,129490.6054
195,9,14,0.20253164556962,129514.9474
195,10,11,0.211111111111111,52633.94478
195,10,12,0.195876288659794,52699.21787
195,10,13,0.204545454545455,129313.8797
195,10,14,0.21978021978022,129338.2219
195,11,12,0.182926829268293,70.701802
195,11,13,0.144736842105263,80115.5239
195,11,14,0.226666666666667,80155.97026
195,12,13,0.175,80069.46551
195,12,14,0.192771084337349,80109.96825
195,13,14,0.171052631578947,93.399466
196,1,2,0.183908045977011,505.679714
196,1,3,0.172839506172839,305029.0863
196,1,4,0.160493827160494,305014.2086
196,1,5,0.177215189873418,244126.1002
196,1,6,0.189873417721519,244218.2947
196,1,7,0.186046511627907,339317.6653
196,1,8,0.173469387755102,339340.9395
196,1,9,0.185185185185185,389041.2745
196,1,10,0.206521739130435,389081.6723
196,1,11,0.164556962025316,390021.0886
196,1,12,0.234567901234568,389999.5747
196,1,13,0.186666666666667,437366.7753
196,1,14,0.156626506024096,437457.0124
196,2,3,0.0967741935483871,305483.51
196,2,4,0.188235294117647,305468.5845
196,2,5,0.176470588235294,244342.8621
196,2,6,0.174418604651163,244435.1061
196,2,7,0.184782608695652,339422.5451
196,2,8,0.173076923076923,339445.9549
196,2,9,0.183908045977011,389106.7971
196,2,10,0.242105263157895,389146.973
196,2,11,0.207317073170732,390018.2084
196,2,12,0.150537634408602,389996.6073
196,2,13,0.263157894736842,437285.0066
196,2,14,0.183908045977011,437375.2712
196,3,4,0.107142857142857,67.363151
196,3,5,0.164556962025316,190517.2168
196,3,6,0.107142857142857,190493.473
196,3,7,0.134831460674157,284291.92
196,3,8,0.175257731958763,284225.6416
196,3,9,0.144578313253012,337010.9202
196,3,10,0.195652173913043,337167.3216
196,3,11,0.151898734177215,376908.7486
196,3,12,0.192771084337349,376943.1528
196,3,13,0.113924050632911,455682.8693
196,3,14,0.144578313253012,455736.6729
196,4,5,0.166666666666667,190455.7312
196,4,6,0.194805194805195,190431.974
196,4,7,0.162790697674419,284225.063
196,4,8,0.177083333333333,284158.7826
196,4,9,0.160493827160494,336943.6391
196,4,10,0.197802197802198,337100.0413
196,4,11,0.2,376842.1066
196,4,12,0.225,376876.5125
196,4,13,0.242857142857143,455616.6148
196,4,14,0.119047619047619,455670.4165
196,5,6,0.22972972972973,95.95512
196,5,7,0.222222222222222,116498.0882
196,5,8,0.191489361702128,116473.2763
196,5,9,0.223684210526316,173827.6658
196,5,10,0.186813186813187,173938.4686
196,5,11,0.126582278481013,200279.0495
196,5,12,0.168674698795181,200296.3813
196,5,13,0.194444444444444,274321.0892
196,5,14,0.192307692307692,274386.7194
196,6,7,0.123595505617978,116448.0545
196,6,8,0.177083333333333,116423.1775
196,6,9,0.236842105263158,173779.1593
196,6,10,0.252873563218391,173890.0276
196,6,11,0.2,200252.1231
196,6,12,0.195121951219512,200269.4864
196,6,13,0.242857142857143,274306.3841
196,6,14,0.132530120481928,274371.9913
196,7,8,0.186274509803922,95.901643
196,7,9,0.133333333333333,57391.05093
196,7,10,0.231578947368421,57507.0912
196,7,11,0.152941176470588,92943.79946
196,7,12,0.191011235955056,92982.62174
196,7,13,0.20253164556962,172702.2428
196,7,14,0.159090909090909,172748.3908
196,8,9,0.173469387755102,57421.1674
196,8,10,0.203703703703704,57537.41864
196,8,11,0.180851063829787,93016.48528
196,8,12,0.202020202020202,93055.34728
196,8,13,0.186813186813187,172778.5189
196,8,14,0.127450980392157,172824.6395
196,9,10,0.180851063829787,176.725963
196,9,11,0.210526315789474,52803.77965
196,9,12,0.176470588235294,52869.02752
196,9,13,0.236111111111111,129490.6054
196,9,14,0.156626506024096,129514.9474
196,10,11,0.188888888888889,52633.94478
196,10,12,0.236559139784946,52699.21787
196,10,13,0.253012048192771,129313.8797
196,10,14,0.206521739130435,129338.2219
196,11,12,0.156626506024096,70.701802
196,11,13,0.164383561643836,80115.5239
196,11,14,0.164556962025316,80155.97026
196,12,13,0.192307692307692,80069.46551
196,12,14,0.0989010989010989,80109.96825
196,13,14,0.202702702702703,93.399466
197,1,2,0.183908045977011,505.679714
197,1,3,0.158536585365854,305029.0863
197,1,4,0.20253164556962,305014.2086
197,1,5,0.1625,244126.1002
197,1,6,0.160493827160494,244218.2947
197,1,7,0.186046511627907,339317.6653
197,1,8,0.127450980392157,339340.9395
197,1,9,0.170731707317073,389041.2745
197,1,10,0.168421052631579,389081.6723
197,1,11,0.148148148148148,390021.0886
197,1,12,0.149425287356322,389999.5747
197,1,13,0.139240506329114,437366.7753
197,1,14,0.142857142857143,437457.0124
197,2,3,0.133333333333333,305483.51
197,2,4,0.159090909090909,305468.5845
197,2,5,0.176470588235294,244342.8621
197,2,6,0.160919540229885,244435.1061
197,2,7,0.184782608695652,339422.5451
197,2,8,0.196078431372549,339445.9549
197,2,9,0.183908045977011,389106.7971
197,2,10,0.25531914893617,389146.973
197,2,11,0.162790697674419,390018.2084
197,2,12,0.150537634408602,389996.6073
197,2,13,0.197530864197531,437285.0066
197,2,14,0.170454545454545,437375.2712
197,3,4,0.175,67.363151
197,3,5,0.26027397260274,190517.2168
197,3,6,0.207792207792208,190493.473
197,3,7,0.202380952380952,284291.92
197,3,8,0.175257731958763,284225.6416
197,3,9,0.20253164556962,337010.9202
197,3,10,0.157894736842105,337167.3216
197,3,11,0.164556962025316,376908.7486
197,3,12,0.2375,376943.1528
197,3,13,0.236111111111111,455682.8693
197,3,14,0.130952380952381,455736.6729
197,4,5,0.194805194805195,190455.7312
197,4,6,0.207792207792208,190431.974
197,4,7,0.202380952380952,284225.063
197,4,8,0.151515151515152,284158.7826
197,4,9,0.172839506172839,336943.6391
197,4,10,0.170212765957447,337100.0413
197,4,11,0.15,376842.1066
197,4,12,0.178571428571429,376876.5125
197,4,13,0.141025641025641,455616.6148
197,4,14,0.144578313253012,455670.4165
197,5,6,0.197368421052632,95.95512
197,5,7,0.178571428571429,116498.0882
197,5,8,0.166666666666667,116473.2763
197,5,9,0.177215189873418,173827.6658
197,5,10,0.213483146067416,173938.4686
197,5,11,0.139240506329114,200279.0495
197,5,12,0.197530864197531,200296.3813
197,5,13,0.191780821917808,274321.0892
197,5,14,0.148148148148148,274386.7194
197,6,7,0.219512195121951,116448.0545
197,6,8,0.177083333333333,116423.1775
197,6,9,0.189873417721519,173779.1593
197,6,10,0.197802197802198,173890.0276
197,6,11,0.197368421052632,200252.1231
197,6,12,0.195121951219512,200269.4864
197,6,13,0.157894736842105,274306.3841
197,6,14,0.175,274371.9913
197,7,8,0.21,95.901643
197,7,9,0.186046511627907,57391.05093
197,7,10,0.206185567010309,57507.0912
197,7,11,0.192771084337349,92943.79946
197,7,12,0.177777777777778,92982.62174
197,7,13,0.185185185185185,172702.2428
197,7,14,0.146067415730337,172748.3908
197,8,9,0.210526315789474,57421.1674
197,8,10,0.214953271028037,57537.41864
197,8,11,0.204301075268817,93016.48528
197,8,12,0.214285714285714,93055.34728
197,8,13,0.197802197802198,172778.5189
197,8,14,0.138613861386139,172824.6395
197,9,10,0.21978021978022,176.725963
197,9,11,0.192307692307692,52803.77965
197,9,12,0.162790697674419,52869.02752
197,9,13,0.267605633802817,129490.6054
197,9,14,0.185185185185185,129514.9474
197,10,11,0.173913043478261,52633.94478
197,10,12,0.197916666666667,52699.21787
197,10,13,0.206896551724138,129313.8797
197,10,14,0.15625,129338.2219
197,11,12,0.227848101265823,70.701802
197,11,13,0.175675675675676,80115.5239
197,11,14,0.177215189873418,80155.97026
197,12,13,0.189873417721519,80069.46551
197,12,14,0.162790697674419,80109.96825
197,13,14,0.153846153846154,93.399466
198,1,2,0.108695652173913,505.679714
198,1,3,0.132530120481928,305029.0863
198,1,4,0.134146341463415,305014.2086
198,1,5,0.164556962025316,244126.1002
198,1,6,0.148148148148148,244218.2947
198,1,7,0.202380952380952,339317.6653
198,1,8,0.212765957446809,339340.9395
198,1,9,0.158536585365854,389041.2745
198,1,10,0.145833333333333,389081.6723
198,1,11,0.179487179487179,390021.0886
198,1,12,0.207317073170732,389999.5747
198,1,13,0.1125,437366.7753
198,1,14,0.20253164556962,437457.0124
198,2,3,0.159090909090909,305483.51
198,2,4,0.188235294117647,305468.5845
