"module","node_id","layer_id","flow","type","species","size_of_module"
61,199,3,0.000585047,"pollinator","Oscinella_sp._1",2
61,199,4,0.000408279,"pollinator","Oscinella_sp._1",2
62,81,5,0.000369797,"pollinator","Aulacoderus_canariensis",2
62,81,2,0.00062259,"pollinator","Aulacoderus_canariensis",2
63,238,6,0.0004343,"pollinator","Sarcophagidae_sp._8",2
63,238,4,0.000445795,"pollinator","Sarcophagidae_sp._8",2
64,73,4,0.000414473,"pollinator","Attagenus_wollastoni",2
64,73,3,0.000432056,"pollinator","Attagenus_wollastoni",2
65,190,7,0.000471407,"pollinator","Myathropa_florea",2
65,190,5,0.000326743,"pollinator","Myathropa_florea",2
66,215,3,0.00042823,"pollinator","Pieris_rapae",2
66,215,6,0.000349232,"pollinator","Pieris_rapae",2
67,130,4,0.000309972,"pollinator","Dinarmoides_spilopterus",2
67,130,3,0.000313236,"pollinator","Dinarmoides_spilopterus",2
68,207,6,0.000322097,"pollinator","Paratrechina_longicornis",2
68,207,7,0.000269977,"pollinator","Paratrechina_longicornis",2
69,167,5,0.000292224,"pollinator","Leptochilus_eatoni",2
69,167,4,0.000266201,"pollinator","Leptochilus_eatoni",2
70,109,5,0.000293603,"pollinator","Chloropidae_sp._5",2
70,109,4,0.000257282,"pollinator","Chloropidae_sp._5",2
71,143,6,0.00026905,"pollinator","Eupelmus_sp.",2
71,143,4,0.00027187,"pollinator","Eupelmus_sp.",2
72,241,5,0.000256816,"pollinator","Scenopinus_sp.",2
72,241,4,0.000269905,"pollinator","Scenopinus_sp.",2
73,137,5,0.000256761,"pollinator","Eristalis_tenax",2
73,137,4,0.000269773,"pollinator","Eristalis_tenax",2
74,133,7,0.000249233,"pollinator","Empididae_sp._1",2
74,133,6,0.000268544,"pollinator","Empididae_sp._1",2
75,95,3,0.000273036,"pollinator","Cephalodromia_sp.",2
75,95,2,0.0002425,"pollinator","Cephalodromia_sp.",2
76,135,5,0.000249702,"pollinator","Eristalinus_aeneus",2
76,135,4,0.0002531,"pollinator","Eristalinus_aeneus",2
77,218,4,0.000243875,"pollinator","Platypalpus_sp.",2
77,218,5,0.000249157,"pollinator","Platypalpus_sp.",2
78,197,2,0.000211673,"pollinator","Nyctia_lugubris",2
78,197,6,0.000260294,"pollinator","Nyctia_lugubris",2
79,87,5,0.000231134,"pollinator","Bracon_sp.",2
79,87,4,0.00024034,"pollinator","Bracon_sp.",2
80,96,5,0.000223105,"pollinator","Ceratogoponidae_sp.",2
80,96,7,0.000241992,"pollinator","Ceratogoponidae_sp.",2
81,108,6,0.000229473,"pollinator","Chloropidae_sp._4",2
81,108,7,0.000233762,"pollinator","Chloropidae_sp._4",2
82,193,5,0.000218963,"pollinator","Neodryophilus_cryptophagoides",2
82,193,7,0.000222732,"pollinator","Neodryophilus_cryptophagoides",2
83,146,6,0.000214531,"pollinator","Eurytoma_sp._2",2
83,146,2,0.000210833,"pollinator","Eurytoma_sp._2",2
84,106,2,0.000202351,"pollinator","Chloropidae_sp._2",2
84,106,3,0.000215345,"pollinator","Chloropidae_sp._2",2
85,112,5,0.000209152,"pollinator","Coccinella_miranda",2
85,112,3,0.000208024,"pollinator","Coccinella_miranda",2
86,212,1,0.000196362,"pollinator","Physiphora_alceae",2
86,212,4,0.000207033,"pollinator","Physiphora_alceae",2
87,188,2,0.000194447,"pollinator","Musca_osiris",2
87,188,1,0.000205376,"pollinator","Musca_osiris",2
88,219,2,0.000184602,"pollinator","Platypalpus_sp._1",2
88,219,6,0.000190837,"pollinator","Platypalpus_sp._1",2
